Date,IBGE6,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
2022-06-09,312385,11122,4497,4186
2022-06-09,312390,35783,13461,12861
2022-06-09,312400,47643,19066,17622
2022-06-09,312440,14054,5713,5180
2022-06-09,312470,8796,3268,3163
2022-06-09,312480,14186,5163,4969
2022-06-09,312490,21958,9018,8057
2022-06-09,312530,7968,3068,2818
2022-06-09,312540,15478,5985,5569
2022-06-09,312550,8572,2993,2874
2022-06-09,312580,6811,2874,2504
2022-06-09,312590,27367,10169,9600
2022-06-09,312595,25710,10383,9632
2022-06-09,312620,15339,6694,5859
2022-06-09,312630,9363,3356,3218
2022-06-09,312640,7980,2987,2846
2022-06-09,312650,22013,8527,7681
2022-06-09,312690,17968,7757,6414
2022-06-09,312695,9144,3393,3271
2022-06-09,312707,11388,4760,4295
2022-06-09,312720,9953,3860,3641
2022-06-09,312735,6788,2586,2406
2022-06-09,312737,7178,3063,2501
2022-06-09,312738,10755,4180,3844
2022-06-09,312740,11408,4204,4121
2022-06-09,312790,4141,1472,1423
2022-06-09,312800,76937,29101,27336
2022-06-09,312820,22466,7918,7562
2022-06-09,312860,14742,5661,5378
2022-06-09,312890,22070,8324,7941
2022-06-09,312910,13590,5297,4939
2022-06-09,312940,13124,5110,4577
2022-06-09,312960,17178,7209,6456
2022-06-09,313000,7144,2595,2536
2022-06-09,313020,24494,10419,9365
2022-06-09,313030,20120,7848,7024
2022-06-09,313040,14460,6380,5555
2022-06-09,313050,30206,12160,11357
2022-06-09,313065,11715,5291,4481
2022-06-09,313080,7315,2642,2557
2022-06-09,313140,11621,4262,4103
2022-06-09,313160,14604,5999,5617
2022-06-09,313180,23221,9366,8171
2022-06-09,313230,21484,9430,7855
2022-06-09,313270,44767,19375,16780
2022-06-09,313280,5530,2041,1890
2022-06-09,313290,30488,11598,11101
2022-06-09,313340,32940,12370,11834
2022-06-09,313390,16168,5924,5616
2022-06-09,313430,11846,5261,4477
2022-06-09,313480,18464,7591,6704
2022-06-09,313500,6598,2734,2469
2022-06-09,313507,8173,3717,2940
2022-06-09,313530,10593,4123,3910
2022-06-09,313535,19920,7940,7265
2022-06-09,313540,16748,6296,6009
2022-06-09,313610,10628,4187,3893
2022-06-09,313640,10094,3830,3539
2022-06-09,313652,8887,3753,3276
2022-06-09,313657,7345,3115,2768
2022-06-09,313680,8559,3247,3043
2022-06-09,313710,17218,6505,6144
2022-06-09,313740,29366,11432,10832
2022-06-09,313753,18798,7772,6901
2022-06-09,313770,31309,15275,11681
2022-06-09,313790,9443,3494,3306
2022-06-09,313800,14382,5431,5396
2022-06-09,313810,15259,6154,5712
2022-06-09,313835,11965,4516,4250
2022-06-09,313865,19756,7837,7238
2022-06-09,313867,15795,6564,6097
2022-06-09,313880,41905,16970,15264
2022-06-09,313910,12365,4745,4381
2022-06-09,313925,14233,5486,5227
2022-06-09,313970,15509,6028,5508
2022-06-09,314010,8956,3892,3471
2022-06-09,314030,9945,3946,3682
2022-06-09,314040,7341,3058,2800
2022-06-09,314053,14017,6093,5382
2022-06-09,314055,14833,6523,5722
2022-06-09,314090,30966,13876,11477
2022-06-09,314120,10753,3836,3705
2022-06-09,314140,48141,18826,17408
2022-06-09,314150,14620,5743,5382
2022-06-09,314190,9435,3582,3322
2022-06-09,314225,10083,4026,3630
2022-06-09,314230,13528,5634,4392
2022-06-09,314240,17369,7337,6461
2022-06-09,314260,22167,8133,7746
2022-06-09,314280,43354,17129,15446
2022-06-09,314315,9649,3953,3542
2022-06-09,314345,14812,6181,5542
2022-06-09,314350,21212,7712,7321
2022-06-09,314400,55767,23062,20593
2022-06-09,314420,6649,2506,2334
2022-06-09,314435,12582,5500,4694
2022-06-09,314437,7346,3164,2712
2022-06-09,314440,11886,4368,4167
2022-06-09,314450,18863,7440,6866
2022-06-09,314467,8343,3421,3164
2022-06-09,314490,7854,3317,2811
2022-06-09,314505,15233,6632,5768
2022-06-09,314545,11995,5158,4510
2022-06-09,314580,8826,3542,3100
2022-06-09,314620,10685,5106,3981
2022-06-09,314625,9951,4427,3746
2022-06-09,314640,12501,4564,4332
2022-06-09,314655,12526,5242,4708
2022-06-09,314660,4888,1701,1619
2022-06-09,314770,20365,7809,7294
2022-06-09,314875,11533,5246,4433
2022-06-09,314900,6002,2439,2259
2022-06-09,314915,18422,7780,6910
2022-06-09,314920,9700,3655,3406
2022-06-09,314930,119257,50041,44961
2022-06-09,314960,11051,4398,3993
2022-06-09,314995,13431,5990,4994
2022-06-09,315000,8925,3575,3284
2022-06-09,315015,19020,8160,7199
2022-06-09,315020,11045,4065,3943
2022-06-09,315030,12774,4621,4379
2022-06-09,315040,13838,5215,5028
2022-06-09,315057,14203,6203,5526
2022-06-09,315070,17183,6880,6194
2022-06-09,315090,13979,5335,5157
2022-06-09,315110,29857,12161,10855
2022-06-09,315130,28539,11231,9462
2022-06-09,315140,59993,24975,22575
2022-06-09,315200,72263,29250,26591
2022-06-09,315260,18364,6967,6634
2022-06-09,315270,21621,8026,7535
2022-06-09,315320,10755,3774,3639
2022-06-09,315330,7932,3009,2809
2022-06-09,315350,20197,8380,7584
2022-06-09,315360,22905,9797,8723
2022-06-09,315390,35711,13903,13078
2022-06-09,315410,23201,8780,8182
2022-06-09,315415,10354,4690,3907
2022-06-09,315420,29600,11117,10607
2022-06-09,315440,12789,4717,4420
2022-06-09,315445,15500,6397,5778
2022-06-09,315450,15890,6984,6134
2022-06-09,315470,10809,3766,3699
2022-06-09,315500,7396,2681,2520
2022-06-09,315510,12773,4732,4393
2022-06-09,315520,13849,5154,4598
2022-06-09,315530,14811,5477,5263
2022-06-09,315540,21332,7954,7582
2022-06-09,315570,33128,12569,11582
2022-06-09,315580,37389,15670,13058
2022-06-09,315590,14289,5508,5219
2022-06-09,315610,14998,5478,5252
2022-06-09,315620,5999,2186,2141
2022-06-09,315630,20064,9052,7701
2022-06-09,315645,7288,4197,2453
2022-06-09,315650,13071,5362,4840
2022-06-09,315660,22159,8884,8252
2022-06-09,315680,39210,14709,13782
2022-06-09,315730,12635,4499,4370
2022-06-09,315740,12664,4577,4490
2022-06-09,315750,10880,3952,3710
2022-06-09,315765,14576,6015,5188
2022-06-09,315790,34692,15355,13045
2022-06-09,315800,22423,9001,8189
2022-06-09,315810,10282,4306,3758
2022-06-09,315820,34341,13048,12225
2022-06-09,315830,19159,6987,6692
2022-06-09,315870,7553,2619,2532
2022-06-09,315890,15888,7024,5968
2022-06-09,315900,9962,3823,3630
2022-06-09,315910,9539,3549,3372
2022-06-09,315930,13036,4931,4573
2022-06-09,315935,15561,6620,5802
2022-06-09,315940,9225,3381,3241
2022-06-09,315950,12138,5229,4490
2022-06-09,315970,7284,2952,2627
2022-06-09,315990,46875,16952,15999
2022-06-09,316000,9940,3554,3394
2022-06-09,316020,7466,3493,2872
2022-06-09,316045,13113,5858,4909
2022-06-09,316070,102782,40957,38603
2022-06-09,316080,12675,4874,4619
2022-06-09,316095,11339,4807,4337
2022-06-09,316130,13390,5188,4867
2022-06-09,316160,10169,3894,3613
2022-06-09,316170,14515,5794,5281
2022-06-09,316180,28391,11298,10306
2022-06-09,316245,24237,10541,9113
2022-06-09,316255,18214,8471,7131
2022-06-09,316257,10735,4462,3915
2022-06-09,316260,15665,6490,5673
2022-06-09,316292,72087,29540,27519
2022-06-09,316294,14813,5945,5476
2022-06-09,316295,56891,23000,20952
2022-06-09,316300,8195,3447,3016
2022-06-09,316330,7988,3367,2966
2022-06-09,316340,11339,4357,4043
2022-06-09,316350,14813,5922,5512
2022-06-09,316390,14773,5288,5061
2022-06-09,316400,18615,7347,6636
2022-06-09,316410,12560,5036,4622
2022-06-09,316447,12531,5371,4667
2022-06-09,316460,21869,9048,8056
2022-06-09,316550,11310,4685,4066
2022-06-09,316553,92486,36432,34047
2022-06-09,316580,4794,1806,1715
2022-06-09,316590,10923,4252,3872
2022-06-09,316600,14990,5570,5336
2022-06-09,316610,7315,3071,2720
2022-06-09,316640,4660,1707,1664
2022-06-09,316650,9547,3963,3574
2022-06-09,316680,28408,11766,10435
2022-06-09,316690,20225,7691,7345
2022-06-09,316695,9379,3793,3502
2022-06-09,316710,45547,18306,16199
2022-06-09,316750,9380,3341,3227
2022-06-09,316760,40226,17411,14215
2022-06-09,316780,10596,4690,3505
2022-06-09,316790,10932,4126,3954
2022-06-09,316830,11361,4204,4047
2022-06-09,316840,26688,10545,9730
2022-06-09,316880,16851,6735,6150
2022-06-09,316890,17387,7003,6434
2022-06-09,316900,39866,15760,14277
2022-06-09,316905,11546,3989,3903
2022-06-09,316920,19254,7957,7133
2022-06-09,317000,22003,10233,8706
2022-06-09,317030,6928,3222,2755
2022-06-09,317043,10654,4131,3890
2022-06-09,317060,5200,1864,1794
2022-06-09,317075,15787,6497,5920
2022-06-09,317103,15422,6660,5708
2022-06-09,317107,13770,4954,4770
2022-06-09,317115,12254,4629,4446
2022-06-09,317140,9766,3557,3396
2022-06-09,317150,7342,3249,2669
2022-06-09,317170,21549,8406,7903
2022-06-09,317180,24158,9860,8631
2022-06-09,317210,12057,4539,4244
2022-06-09,317220,6819,2531,2396
2022-06-09,320013,21441,8389,7491
2022-06-09,320035,16389,6699,5838
2022-06-09,320110,19927,7977,7215
2022-06-09,320200,16222,6822,5822
2022-06-09,320255,19513,9028,7270
2022-06-09,320260,34013,13155,11913
2022-06-09,320465,20329,8389,7316
2022-06-09,330015,22884,9140,8487
2022-06-09,330090,35446,14512,13212
2022-06-09,330095,17094,7436,6405
2022-06-09,330120,42654,17255,15713
2022-06-09,330180,31442,12334,11262
2022-06-09,330210,46257,19623,16169
2022-06-09,330245,17481,7138,6490
2022-06-09,330411,41420,17804,15890
2022-06-09,330450,21673,8954,8351
2022-06-09,330460,20167,8254,7233
2022-06-09,330475,80089,36481,30808
2022-06-09,330513,15762,6875,5918
2022-06-09,330530,14847,6821,5336
2022-06-09,330540,37494,15834,13900
2022-06-09,330570,31786,13491,12021
2022-06-09,330615,23383,10023,8789
2022-06-09,350090,9491,3307,3479
2022-06-09,350110,11541,4232,4368
2022-06-09,350120,13943,4841,5187
2022-06-09,350150,7457,2730,2779
2022-06-09,350180,19524,6890,7274
2022-06-09,350260,17200,6511,6428
2022-06-09,350315,5347,2021,2045
2022-06-09,350335,6483,2293,2398
2022-06-09,350395,6069,2159,2299
2022-06-09,350430,13039,4542,4871
2022-06-09,350500,10875,3896,3997
2022-06-09,350640,18452,6638,6834
2022-06-09,350680,30140,10761,11143
2022-06-09,350990,27893,10764,10443
2022-06-09,351010,8321,2746,2932
2022-06-09,351030,40426,15846,15468
2022-06-09,351090,8526,3168,3093
2022-06-09,351120,22267,7944,8266
2022-06-09,351190,19257,7017,7502
2022-06-09,351250,12740,4883,4849
2022-06-09,351270,12129,4604,4658
2022-06-09,351385,5281,1763,1872
2022-06-09,351400,22901,8701,8718
2022-06-09,351420,6810,2409,2450
2022-06-09,351430,22794,8059,8452
2022-06-09,351470,17096,6334,6286
2022-06-09,351580,5990,1944,2493
2022-06-09,351590,8780,3026,3141
2022-06-09,351610,13272,4809,4715
2022-06-09,351650,10657,3752,3980
2022-06-09,351800,7891,2555,2692
2022-06-09,351810,16633,6405,6228
2022-06-09,351890,11059,4039,4116
2022-06-09,351980,23665,8647,8880
2022-06-09,351990,23787,8374,8946
2022-06-09,352070,13072,4497,4736
2022-06-09,352080,11054,3954,4142
2022-06-09,352090,34999,13022,13323
2022-06-09,352120,8611,3291,3397
2022-06-09,352190,39719,14401,15156
2022-06-09,352215,9464,3261,3351
2022-06-09,352290,30303,11432,11381
2022-06-09,352300,11693,4385,4424
2022-06-09,352725,6670,2502,2513
2022-06-09,352750,5902,2077,2146
2022-06-09,352770,11947,4497,4552
2022-06-09,352790,6985,2441,2579
2022-06-09,352810,22268,8329,8176
2022-06-09,352885,9512,3490,3699
2022-06-09,352910,6831,2406,2515
2022-06-09,352965,6755,2532,2499
2022-06-09,352980,33351,12098,12517
2022-06-09,353000,9886,3408,3663
2022-06-09,353205,10635,3723,3939
2022-06-09,353210,13325,5018,4649
2022-06-09,353270,13233,5086,4941
2022-06-09,353284,7224,2661,2652
2022-06-09,353286,4739,1594,1588
2022-06-09,353320,16455,5760,5896
2022-06-09,353330,9285,3450,3489
2022-06-09,353410,18002,6601,6577
2022-06-09,353625,9568,3189,3439
2022-06-09,353690,6976,2414,2470
2022-06-09,354010,10175,3726,3739
2022-06-09,354030,6675,2383,2467
2022-06-09,354040,12831,4335,4670
2022-06-09,354075,40779,16006,16265
2022-06-09,354085,6593,2322,2408
2022-06-09,354180,6253,2344,2416
2022-06-09,354230,10534,3927,3852
2022-06-09,354280,8890,3233,3249
2022-06-09,354320,13337,4577,4832
2022-06-09,354370,26370,9442,9725
2022-06-09,354420,23499,9511,9019
2022-06-09,354440,7024,2566,2604
2022-06-09,354450,14140,5255,5010
2022-06-09,354550,12235,4510,4559
2022-06-09,354570,20430,7382,7453
2022-06-09,354610,8453,2938,3067
2022-06-09,354620,13824,4867,4931
2022-06-09,354625,6169,2222,2254
2022-06-09,354720,5220,1742,1901
2022-06-09,354740,7237,2428,2617
2022-06-09,354765,5781,2084,2082
2022-06-09,354790,21123,7478,7554
2022-06-09,354830,6836,2530,2510
2022-06-09,354840,12644,3974,4165
2022-06-09,354900,8338,2769,2894
2022-06-09,354920,7792,2766,2752
2022-06-09,354925,5972,2053,2051
2022-06-09,354960,10134,3726,3798
2022-06-09,355130,12629,4384,4490
2022-06-09,355200,13210,4760,4919
2022-06-09,355310,18464,6256,6706
2022-06-09,355350,18900,7063,7246
2022-06-09,355365,8204,2711,3044
2022-06-09,355420,10754,4112,4115
2022-06-09,355460,8181,2744,2854
2022-06-09,355490,14527,5267,5340
2022-06-09,355495,20065,7315,7353
2022-06-09,355520,7208,2471,2665
2022-06-09,355530,5818,1939,1913
2022-06-09,355590,3754,1276,1358
2022-06-09,355600,38538,13312,14577
2022-06-09,355690,22093,8337,8369
2022-06-09,355715,7251,2641,2654
2022-06-09,410090,12573,5013,4740
2022-06-09,410220,11071,4275,4042
2022-06-09,410322,8050,3184,2928
2022-06-09,410335,10411,4159,3824
2022-06-09,410610,9177,3533,3408
2022-06-09,410655,8859,3833,3445
2022-06-09,410740,16851,6924,6413
2022-06-09,410780,13797,5310,5139
2022-06-09,410810,6952,2674,2484
2022-06-09,411160,7623,2978,2772
2022-06-09,411170,13143,5025,4781
2022-06-09,411260,3007,1219,1132
2022-06-09,411380,11680,4463,4137
2022-06-09,411610,29496,11950,10739
2022-06-09,411640,9472,3496,3312
2022-06-09,411721,7554,2919,2641
2022-06-09,411725,20948,8310,7767
2022-06-09,411830,7059,2747,2597
2022-06-09,411845,12487,5199,4918
2022-06-09,412015,7403,2868,2704
2022-06-09,412110,11267,4116,4023
2022-06-09,412310,7999,3135,2965
2022-06-09,412430,6242,2232,2227
2022-06-09,412450,13400,5404,4969
2022-06-09,412470,24932,9456,9036
2022-06-09,412590,7346,2803,2709
2022-06-09,412600,18698,7467,6853
2022-06-09,412690,13603,5413,5022
2022-06-09,412862,7512,3223,2763
2022-06-09,412863,9561,4068,3687
2022-06-09,420020,20085,8413,8032
2022-06-09,420030,12806,5518,5252
2022-06-09,420070,20497,8466,8015
2022-06-09,420090,12825,5142,4889
2022-06-09,420120,27726,11441,10320
2022-06-09,420125,14681,7734,6393
2022-06-09,420150,18447,7914,7189
2022-06-09,420165,6031,2323,2160
2022-06-09,420180,7217,2990,2807
2022-06-09,420195,26452,10932,9764
2022-06-09,420208,8048,3183,3001
2022-06-09,420220,20643,8174,8065
2022-06-09,420243,7482,3299,2872
2022-06-09,420250,7128,2994,2763
2022-06-09,420253,5762,2463,2260
2022-06-09,420257,5153,2007,1916
2022-06-09,420260,17252,7157,6551
2022-06-09,420325,6055,2404,2226
2022-06-09,420410,11180,4431,4236
2022-06-09,420419,4937,2168,1959
2022-06-09,420440,20975,8590,8075
2022-06-09,420445,5523,2052,2001
2022-06-09,420490,23710,8911,8460
2022-06-09,420510,9769,3974,3799
2022-06-09,420515,8028,3377,3167
2022-06-09,420545,61313,26145,23982
2022-06-09,420560,8360,3265,3125
2022-06-09,420620,22754,9261,8682
2022-06-09,420640,27933,10499,10172
2022-06-09,420675,5635,2194,2100
2022-06-09,420680,8926,3471,3353
2022-06-09,420720,21382,8445,8013
2022-06-09,420740,14264,6107,5855
2022-06-09,420760,11149,4462,4214
2022-06-09,420768,16321,6662,6052
2022-06-09,420770,18125,7186,6686
2022-06-09,420775,10046,3829,3774
2022-06-09,420790,23002,9421,9166
2022-06-09,420800,17188,6541,6410
2022-06-09,420860,10601,4160,3933
2022-06-09,420870,22220,9334,8512
2022-06-09,420880,44768,19333,17148
2022-06-09,420895,4352,1790,1652
2022-06-09,420920,6079,2399,2318
2022-06-09,420950,12756,5505,5168
2022-06-09,420960,32016,13678,12314
2022-06-09,420980,7637,2973,2779
2022-06-09,420985,12076,4422,4275
2022-06-09,420990,20760,9025,8245
2022-06-09,421003,14754,6017,5640
2022-06-09,421005,4633,1812,1682
2022-06-09,421020,6718,2732,2536
2022-06-09,421040,14596,6267,5536
2022-06-09,421080,14284,5843,5464
2022-06-09,421085,6083,2560,2353
2022-06-09,421120,34904,14388,13141
2022-06-09,421125,6844,2845,2711
2022-06-09,421145,9755,4144,3876
2022-06-09,421150,28447,12395,11209
2022-06-09,421160,33456,13200,12909
2022-06-09,421170,50957,21477,19536
2022-06-09,421180,15434,5985,5741
2022-06-09,421187,4857,1920,1849
2022-06-09,421223,10360,4221,3917
2022-06-09,421265,19893,8089,7616
2022-06-09,421290,44880,18272,17289
2022-06-09,421300,7324,3385,3102
2022-06-09,421315,7191,2913,2827
2022-06-09,421400,33307,14533,13137
2022-06-09,421430,7367,3045,2797
2022-06-09,421450,10840,4627,4345
2022-06-09,421490,12284,5167,4923
2022-06-09,421505,5769,2258,2172
2022-06-09,421507,11906,4555,4427
2022-06-09,421520,12249,4791,4615
2022-06-09,421540,9987,4221,3957
2022-06-09,421567,14719,6431,6146
2022-06-09,421569,4140,1687,1580
2022-06-09,421575,6272,2577,2455
2022-06-09,421590,7567,3056,2846
2022-06-09,421610,20809,8523,8080
2022-06-09,421625,16269,6195,6085
2022-06-09,421640,17495,7149,6670
2022-06-09,421650,48870,20323,18758
2022-06-09,421680,15739,6482,5842
2022-06-09,421710,9179,3572,3471
2022-06-09,421725,10705,4504,3885
2022-06-09,421755,8568,3202,3133
2022-06-09,421790,21087,8237,7807
2022-06-09,421840,14313,5576,5240
2022-06-09,421875,12990,4892,4811
2022-06-09,421895,6030,2382,2186
2022-06-09,421900,44396,17395,16185
2022-06-09,421910,8711,3361,3256
2022-06-09,421915,6818,2697,2511
2022-06-09,421917,11124,4417,4256
2022-06-09,421935,9508,4001,3750
2022-06-09,421960,10041,3611,3564
2022-06-09,421985,9158,3709,3539
2022-06-09,430005,8398,3485,3179
2022-06-09,430020,15930,6412,5990
2022-06-09,430030,15660,6051,5833
2022-06-09,430045,9158,3686,3473
2022-06-09,430057,8045,3007,2971
2022-06-09,430063,9598,4236,3701
2022-06-09,430064,16638,6731,6289
2022-06-09,430070,13181,5120,5004
2022-06-09,430080,29530,11769,11353
2022-06-09,430085,10674,4307,3827
2022-06-09,430087,13095,5639,5055
2022-06-09,430090,18101,6557,6479
2022-06-09,430100,47709,19586,18469
2022-06-09,430110,32514,13089,11693
2022-06-09,430140,23481,9424,8905
2022-06-09,430165,15392,5708,5516
2022-06-09,430170,17331,6592,6418
2022-06-09,430185,7535,2789,2819
2022-06-09,430190,31804,11779,11395
2022-06-09,430200,23248,9029,8378
2022-06-09,430215,6038,2253,2119
2022-06-09,430222,5429,2041,1933
2022-06-09,430223,5633,2159,2038
2022-06-09,430225,7724,2939,2863
2022-06-09,430235,28711,12381,11510
2022-06-09,430250,14614,5530,5309
2022-06-09,430260,7924,3420,2990
2022-06-09,430265,12189,4915,4816
2022-06-09,430270,45727,17785,16495
2022-06-09,430290,29329,11730,10746
2022-06-09,430320,13313,5015,4630
2022-06-09,430330,12450,4808,4550
2022-06-09,430367,6973,2757,2614
2022-06-09,430370,15193,5568,5431
2022-06-09,430380,12995,4976,4786
2022-06-09,430400,10555,4325,4044
2022-06-09,430410,8406,3360,3132
2022-06-09,430420,64168,26811,24460
2022-06-09,430435,24581,10084,9068
2022-06-09,430450,129998,50510,46707
2022-06-09,430462,4695,1831,1695
2022-06-09,430465,7117,2609,2520
2022-06-09,430466,55659,22736,20326
2022-06-09,430467,11258,4515,4147
2022-06-09,430468,19985,8722,8199
2022-06-09,430471,15255,5784,5398
2022-06-09,430485,4321,1518,1475
2022-06-09,430495,8222,3252,3097
2022-06-09,430513,9047,3642,3504
2022-06-09,430517,23465,9386,8944
2022-06-09,430530,23404,8901,8561
2022-06-09,430537,6391,2563,2375
2022-06-09,430543,6847,2904,2606
2022-06-09,430544,11659,4640,4372
2022-06-09,430550,10146,4027,3817
2022-06-09,430560,8320,3100,2947
2022-06-09,430570,15849,6478,6228
2022-06-09,430587,6499,2431,2411
2022-06-09,430590,15741,6518,5943
2022-06-09,430593,3647,1373,1344
2022-06-09,430595,10542,3893,3810
2022-06-09,430597,8044,3093,2963
2022-06-09,430605,18687,7610,6976
2022-06-09,430607,6621,2409,2348
2022-06-09,430620,26416,11035,10115
2022-06-09,430630,10355,4050,3809
2022-06-09,430632,6824,2553,2459
2022-06-09,430635,6784,2614,2538
2022-06-09,430642,5084,1998,1866
2022-06-09,430655,6404,2504,2414
2022-06-09,430673,10373,4131,3852
2022-06-09,430680,46891,19512,17889
2022-06-09,430693,20343,8451,7483
2022-06-09,430695,7930,3007,2848
2022-06-09,430705,7558,2963,2828
2022-06-09,430710,16768,6531,6093
2022-06-09,430720,14064,5085,4954
2022-06-09,430730,17461,6721,6354
2022-06-09,430750,32383,13452,12681
2022-06-09,430755,15370,5869,5596
2022-06-09,430781,8767,3130,3036
2022-06-09,430783,6519,2506,2341
2022-06-09,430800,17334,6892,6424
2022-06-09,430807,9257,4014,3702
2022-06-09,430830,23475,9353,8686
2022-06-09,430865,7588,2832,2763
2022-06-09,430900,33302,13897,12758
2022-06-09,430905,18065,8142,6927
2022-06-09,430912,5066,2126,1896
2022-06-09,430915,7691,3173,2865
2022-06-09,430950,18780,7241,6744
2022-06-09,430955,10162,4621,4299
2022-06-09,430970,11634,4527,4297
2022-06-09,430995,9032,3664,3433
2022-06-09,431000,50307,20044,18673
2022-06-09,431036,7685,3074,2899
2022-06-09,431040,14723,5581,5616
2022-06-09,431043,17540,6858,6502
2022-06-09,431050,18090,6911,6720
2022-06-09,431053,13783,5421,5071
2022-06-09,431055,7564,2967,2735
2022-06-09,431057,5171,1901,1855
2022-06-09,431065,7729,2931,2800
2022-06-09,431080,53320,21411,20039
2022-06-09,431085,9409,3591,3345
2022-06-09,431090,9257,3265,3202
2022-06-09,431112,10804,4021,3855
2022-06-09,431113,8408,3259,2980
2022-06-09,431123,5577,2072,2004
2022-06-09,431125,13872,5332,5116
2022-06-09,431142,5572,2210,2079
2022-06-09,431150,18221,7029,6520
2022-06-09,431160,10939,4251,4071
2022-06-09,431164,3524,1377,1329
2022-06-09,431170,13221,5203,4892
2022-06-09,431171,10990,4452,4114
2022-06-09,431175,17125,6507,6235
2022-06-09,431177,17539,6823,6371
2022-06-09,431179,6353,2552,2448
2022-06-09,431198,11012,4131,3888
2022-06-09,431210,12663,4575,4458
2022-06-09,431215,11345,4425,4205
2022-06-09,431220,10581,4104,3984
2022-06-09,431225,18166,7423,6542
2022-06-09,431230,11403,4600,4280
2022-06-09,431237,6716,2680,2469
2022-06-09,431238,6663,2467,2400
2022-06-09,431244,8062,3123,2840
2022-06-09,431245,17416,6565,6297
2022-06-09,431260,13413,4959,4817
2022-06-09,431261,7160,2919,2663
2022-06-09,431265,37744,15684,14627
2022-06-09,431270,26482,11276,10121
2022-06-09,431280,11589,4979,4472
2022-06-09,431290,20285,8095,7763
2022-06-09,431300,8903,3229,3145
2022-06-09,431301,7464,2732,2676
2022-06-09,431303,14438,5145,5081
2022-06-09,431306,41524,17538,15986
2022-06-09,431308,6444,2430,2385
2022-06-09,431310,16327,5840,5689
2022-06-09,431333,5681,2144,2084
2022-06-09,431339,9225,3575,3411
2022-06-09,431346,5010,1713,1662
2022-06-09,431349,11096,3988,3842
2022-06-09,431360,9669,3628,3512
2022-06-09,431390,88505,36823,34555
2022-06-09,431395,22931,9325,8395
2022-06-09,431400,19392,7589,7268
2022-06-09,431402,15074,6128,5815
2022-06-09,431403,9397,3858,3638
2022-06-09,431406,10597,4040,3968
2022-06-09,431407,14796,5669,5406
2022-06-09,431415,16597,6846,6496
2022-06-09,431420,20142,7975,7291
2022-06-09,431430,8300,3308,3100
2022-06-09,431442,13832,5102,4930
2022-06-09,431445,7129,2662,2685
2022-06-09,431449,10922,4176,4178
2022-06-09,431454,6421,2523,2452
2022-06-09,431455,6921,2492,2406
2022-06-09,431500,11368,4301,4114
2022-06-09,431510,23156,8807,8627
2022-06-09,431514,7419,2962,2853
2022-06-09,431515,14025,5601,5361
2022-06-09,431517,5137,1871,1817
2022-06-09,431532,5950,2323,2133
2022-06-09,431540,16486,7472,6174
2022-06-09,431555,6626,2714,2503
2022-06-09,431570,82214,32004,29725
2022-06-09,431575,10292,4079,3950
2022-06-09,431590,16809,6620,6217
2022-06-09,431610,24253,9154,8797
2022-06-09,431620,14475,5320,5085
2022-06-09,431630,16185,6555,6112
2022-06-09,431640,81178,32495,29567
2022-06-09,431642,5964,2373,2189
2022-06-09,431645,23967,9693,9013
2022-06-09,431647,8552,3044,2999
2022-06-09,431660,40769,15227,14919
2022-06-09,431670,19168,7734,7102
2022-06-09,431673,4822,1806,1761
2022-06-09,431675,16079,6500,6207
2022-06-09,431695,12738,5221,4907
2022-06-09,431697,8368,3143,3054
2022-06-09,431730,68636,26916,24308
2022-06-09,431770,24147,9649,8772
2022-06-09,431775,4545,1918,1799
2022-06-09,431790,35790,14352,13801
2022-06-09,431805,7684,2738,2679
2022-06-09,431810,47588,17675,16874
2022-06-09,431843,6560,2575,2428
2022-06-09,431849,7150,2522,2404
2022-06-09,431860,16908,6657,6312
2022-06-09,431900,49767,20571,19039
2022-06-09,431915,17827,6970,6457
2022-06-09,431920,12674,5029,4780
2022-06-09,431930,13716,5390,5140
2022-06-09,431936,5306,1799,1857
2022-06-09,431940,44462,17073,15967
2022-06-09,431950,47983,20283,18205
2022-06-09,432010,49411,19994,18509
2022-06-09,432020,25361,10154,9249
2022-06-09,432026,15621,5921,5692
2022-06-09,432030,13450,5080,4797
2022-06-09,432035,12205,4692,4441
2022-06-09,432040,36623,15412,14370
2022-06-09,432050,15863,5854,5668
2022-06-09,432055,15279,6058,5477
2022-06-09,432065,6743,2596,2437
2022-06-09,432080,63063,26202,23653
2022-06-09,432100,23376,9387,8933
2022-06-09,432110,33753,14181,12758
2022-06-09,432132,8453,3165,3011
2022-06-09,432135,11842,4512,4288
2022-06-09,432185,10697,4260,3982
2022-06-09,432195,15978,6500,6100
2022-06-09,432210,15819,5831,5601
2022-06-09,432218,3947,1529,1462
2022-06-09,432220,43394,16736,15495
2022-06-09,432230,21719,8131,7967
2022-06-09,432234,4724,1945,1847
2022-06-09,432237,5155,1897,1843
2022-06-09,432252,7910,3128,3015
2022-06-09,432254,14273,5722,5382
2022-06-09,432255,4615,1783,1719
2022-06-09,432260,150648,61883,57328
2022-06-09,432270,57213,23150,21442
2022-06-09,432285,3941,1579,1513
2022-06-09,432320,7895,3015,2903
2022-06-09,432350,7059,2698,2610
2022-06-09,432370,7036,2560,2405
2022-06-09,432377,7590,2842,2803
2022-06-09,500020,28931,12745,10929
2022-06-09,500025,12004,4863,4335
2022-06-09,500090,18935,8233,7459
