Date,IBGE6,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
2022-06-10,352580,10935,4144,4241
2022-06-10,352585,9557,3616,3551
2022-06-10,352600,59853,21773,22575
2022-06-10,352610,49973,19913,18805
2022-06-10,352620,69773,27951,26906
2022-06-10,352630,17788,5718,6355
2022-06-10,352640,66267,24466,24448
2022-06-10,352650,18069,6477,6745
2022-06-10,352660,15661,6159,5890
2022-06-10,352670,248239,93429,92825
2022-06-10,352680,149006,58112,56883
2022-06-10,352720,212234,83019,79585
2022-06-10,352730,142086,55117,55373
2022-06-10,352740,53451,19405,19864
2022-06-10,352760,31325,11913,11974
2022-06-10,352780,12160,4594,4624
2022-06-10,352800,44548,16733,16965
2022-06-10,352820,13366,4622,4831
2022-06-10,352830,9455,3404,3607
2022-06-10,352840,114929,44675,42553
2022-06-10,352850,197379,74802,73938
2022-06-10,352870,10798,3936,3957
2022-06-10,352890,11022,3935,4093
2022-06-10,352950,19645,7066,7277
2022-06-10,352960,13693,4903,5199
2022-06-10,352970,48339,17426,17729
2022-06-10,352990,46829,18539,18067
2022-06-10,353020,46389,17234,17021
2022-06-10,353040,15372,5468,5674
2022-06-10,353090,10324,4063,3941
2022-06-10,353120,17356,6316,6443
2022-06-10,353130,121648,43337,44783
2022-06-10,353140,58324,20627,21460
2022-06-10,353150,53955,19952,20905
2022-06-10,353160,12245,4365,4630
2022-06-10,353180,128152,51350,49185
2022-06-10,353190,79330,30289,29842
2022-06-10,353200,29189,10690,10795
2022-06-10,353220,18520,7457,7019
2022-06-10,353230,14028,5495,5307
2022-06-10,353240,53983,20291,20168
2022-06-10,353250,26358,9057,9468
2022-06-10,353260,27709,9975,10286
2022-06-10,353280,20136,7065,7689
2022-06-10,353282,26535,9510,9617
2022-06-10,353300,56175,19988,20938
2022-06-10,353310,7977,2871,2680
2022-06-10,353325,9730,4031,3874
2022-06-10,353340,131467,50494,50155
2022-06-10,353360,17962,6463,6652
2022-06-10,353370,11844,4045,4332
2022-06-10,353380,6141,2156,2269
2022-06-10,353390,128451,46070,47412
2022-06-10,353400,16399,6130,6243
2022-06-10,353420,21829,7881,8040
2022-06-10,353430,97810,35619,36146
2022-06-10,353450,8098,2802,2902
2022-06-10,353470,258578,99375,96292
2022-06-10,353475,31669,11433,11667
2022-06-10,353480,20550,7898,7940
2022-06-10,353490,30195,10901,10689
2022-06-10,353500,30493,10830,11419
2022-06-10,353520,30985,10306,10988
2022-06-10,353530,62547,21829,22530
2022-06-10,353540,39308,14979,14668
2022-06-10,353550,116717,43079,44252
2022-06-10,353560,60567,30082,19160
2022-06-10,353570,15537,5194,6218
2022-06-10,353580,50673,18728,18528
2022-06-10,353590,12261,4462,4666
2022-06-10,353610,20433,7783,7666
2022-06-10,353620,49498,18880,18814
2022-06-10,353630,33016,12389,12532
2022-06-10,353640,21196,8053,8198
2022-06-10,353657,4984,1720,1821
2022-06-10,353660,24732,8749,8971
2022-06-10,353670,104656,40681,40068
2022-06-10,353680,15475,5483,5639
2022-06-10,353700,50586,18477,20350
2022-06-10,353710,112655,42508,41765
2022-06-10,353715,8871,3045,3298
2022-06-10,353720,28162,11150,10415
2022-06-10,353730,148238,55839,55546
2022-06-10,353740,58902,22003,21804
2022-06-10,353750,27789,10069,10709
2022-06-10,353760,135802,53697,50646
2022-06-10,353770,12970,4847,4941
2022-06-10,353780,137078,52102,50054
2022-06-10,353790,80492,29483,29723
2022-06-10,353810,44051,16249,16841
2022-06-10,353820,37271,13548,13879
2022-06-10,353830,9460,3460,3490
2022-06-10,353850,34767,13065,13026
2022-06-10,353860,69916,25259,26093
2022-06-10,353880,87688,32331,31911
2022-06-10,353890,50836,19541,18304
2022-06-10,353900,28116,9663,10185
2022-06-10,353910,41622,16636,15414
2022-06-10,353920,71281,26506,26293
2022-06-10,353940,45030,16552,17253
2022-06-10,353950,93891,35335,35664
2022-06-10,353960,14114,4957,5429
2022-06-10,353970,7922,2801,2882
2022-06-10,353990,19730,6946,7369
2022-06-10,354000,50850,19122,18882
2022-06-10,354020,113808,43835,42802
2022-06-10,354025,12791,4907,4873
2022-06-10,354050,35557,12639,12889
2022-06-10,354060,119532,46323,45204
2022-06-10,354070,145276,54197,54155
2022-06-10,354080,51772,19698,19591
2022-06-10,354090,46455,17274,17601
2022-06-10,354105,17476,6573,6728
2022-06-10,354110,12320,4454,4413
2022-06-10,354120,33142,11644,11833
2022-06-10,354130,98086,36828,37551
2022-06-10,354140,540789,201062,203626
2022-06-10,354150,94035,34953,34989
2022-06-10,354160,116452,44348,41166
2022-06-10,354165,11352,4303,4250
2022-06-10,354170,37945,13658,14528
2022-06-10,354190,22114,8855,8396
2022-06-10,354200,21028,7591,7770
2022-06-10,354210,29058,11136,10938
2022-06-10,354220,85709,31037,32658
2022-06-10,354240,61143,22239,22911
2022-06-10,354250,39610,14525,14239
2022-06-10,354270,22354,8370,8681
2022-06-10,354290,28810,10496,10554
2022-06-10,354300,48420,18385,18044
2022-06-10,354310,15784,6648,6186
2022-06-10,354323,6555,2213,2281
2022-06-10,354325,25155,9060,10307
2022-06-10,354350,18171,6282,6643
2022-06-10,354360,8513,3101,3162
2022-06-10,354380,21476,8272,7991
2022-06-10,354400,77877,30391,29353
2022-06-10,354410,89303,37543,32126
2022-06-10,354425,48433,17896,18060
2022-06-10,354430,31395,12115,11879
2022-06-10,354480,13129,4668,5076
2022-06-10,354490,33236,12282,12550
2022-06-10,354500,43847,16444,16678
2022-06-10,354510,12305,4459,4565
2022-06-10,354515,27171,10869,10298
2022-06-10,354530,99347,38096,37176
2022-06-10,354540,22440,8396,8121
2022-06-10,354560,38089,13551,14929
2022-06-10,354600,34890,12974,13044
2022-06-10,354630,77416,29732,28987
2022-06-10,354640,128295,47009,48103
2022-06-10,354650,14662,5261,5424
2022-06-10,354660,83522,30757,30740
2022-06-10,354670,55882,22161,21360
2022-06-10,354680,155009,57701,57688
2022-06-10,354690,21528,7966,8069
2022-06-10,354700,15299,5899,5892
2022-06-10,354710,9729,3641,3628
2022-06-10,354760,64193,23072,23884
2022-06-10,354770,52110,19202,19793
2022-06-10,354805,19060,6761,7071
2022-06-10,354810,15445,5618,5724
2022-06-10,354820,19174,7142,7352
2022-06-10,354860,32845,12169,12200
2022-06-10,354910,227504,82582,84378
2022-06-10,354940,147851,51010,50437
2022-06-10,354950,20320,7736,7839
2022-06-10,354970,152073,56120,55382
2022-06-10,354995,35572,14168,13124
2022-06-10,355000,34260,11872,12414
2022-06-10,355010,102587,37114,38391
2022-06-10,355040,98426,38085,35922
2022-06-10,355050,24779,8728,8812
2022-06-10,355060,228737,88160,81942
2022-06-10,355080,31742,11014,11375
2022-06-10,355090,39129,13989,14896
2022-06-10,355110,21114,8012,7789
2022-06-10,355120,10484,3733,3792
2022-06-10,355140,31235,11953,11482
2022-06-10,355150,96853,36119,34569
2022-06-10,355160,64394,23683,24069
2022-06-10,355180,33817,14241,12850
2022-06-10,355190,37840,13595,13833
2022-06-10,355230,21834,7876,7993
2022-06-10,355255,8906,3108,3071
2022-06-10,355260,32147,11643,12086
2022-06-10,355290,15919,6136,6121
2022-06-10,355300,37074,13605,14157
2022-06-10,355320,21751,7502,7719
2022-06-10,355330,59799,22465,22199
2022-06-10,355360,38901,13901,14203
2022-06-10,355370,137394,48315,50604
2022-06-10,355380,69086,24019,25094
2022-06-10,355385,15452,5688,5719
2022-06-10,355390,15958,5970,5893
2022-06-10,355395,38492,14726,15202
2022-06-10,355430,56023,21130,20734
2022-06-10,355440,23517,8294,8625
2022-06-10,355450,106310,38799,40268
2022-06-10,355465,8166,2884,3021
2022-06-10,355470,23351,8402,8644
2022-06-10,355475,5541,1984,2096
2022-06-10,355480,103373,38981,39028
2022-06-10,355500,180992,67131,67334
2022-06-10,355510,50376,18320,18905
2022-06-10,355535,15084,5533,5745
2022-06-10,355540,195642,81539,75555
2022-06-10,355550,9397,3751,3518
2022-06-10,355560,27877,9466,10030
2022-06-10,355580,27356,9911,10240
2022-06-10,355620,277060,104608,104816
2022-06-10,355630,58120,21662,21894
2022-06-10,355635,29088,10995,10717
2022-06-10,355645,134811,52729,50824
2022-06-10,355650,231813,92198,89815
2022-06-10,355660,24624,9168,9084
2022-06-10,355680,51930,18795,19121
2022-06-10,355695,5059,1925,1871
2022-06-10,355710,235977,87174,88461
2022-06-10,355720,34270,12487,12624
2022-06-10,355730,23098,9022,8910
2022-06-10,410010,17361,6687,6296
2022-06-10,410020,18457,7270,6588
2022-06-10,410030,24185,10076,9027
2022-06-10,410040,195039,84295,73737
2022-06-10,410045,10443,4045,3725
2022-06-10,410050,44532,17558,16415
2022-06-10,410060,28310,11756,10591
2022-06-10,410070,20606,8393,7702
2022-06-10,410080,23007,9044,8277
2022-06-10,410100,42364,17194,16293
2022-06-10,410105,8631,3215,3081
2022-06-10,410110,42160,17195,15423
2022-06-10,410115,8264,3159,3023
2022-06-10,410120,46564,18403,16644
2022-06-10,410130,16843,6531,6308
2022-06-10,410140,281525,112851,104202
2022-06-10,410160,59542,24313,22495
2022-06-10,410165,9325,3545,3389
2022-06-10,410170,31053,12425,11486
2022-06-10,410180,371419,151152,138297
2022-06-10,410185,6775,2612,2503
2022-06-10,410190,31057,14157,12279
2022-06-10,410200,72781,29366,26801
2022-06-10,410210,63413,25505,23536
2022-06-10,410230,40332,16330,15165
2022-06-10,410250,23868,10182,9153
2022-06-10,410260,19922,8311,7782
2022-06-10,410270,7121,2682,2503
2022-06-10,410275,9608,3723,3561
2022-06-10,410280,34756,13526,12558
2022-06-10,410300,10520,4236,3955
2022-06-10,410302,4751,1952,1829
2022-06-10,410304,12574,5033,4783
2022-06-10,410305,21288,8611,7191
2022-06-10,410310,23672,10017,9121
2022-06-10,410315,10227,3998,3898
2022-06-10,410320,17762,6848,6494
2022-06-10,410330,19232,7304,6898
2022-06-10,410337,8656,3520,3344
2022-06-10,410340,7315,2792,2700
2022-06-10,410345,45045,19080,17361
2022-06-10,410347,10454,4179,4005
2022-06-10,410350,21244,8335,7674
2022-06-10,410360,57210,22007,20357
2022-06-10,410370,230412,94535,83388
2022-06-10,410380,17166,6746,6315
2022-06-10,410390,34305,14038,12966
2022-06-10,410395,11289,4620,4093
2022-06-10,410400,89842,37062,33919
2022-06-10,410405,8414,3461,3263
2022-06-10,410410,19392,8424,7256
2022-06-10,410420,244710,97954,89738
2022-06-10,410425,58929,24403,22276
2022-06-10,410430,248714,97228,90229
2022-06-10,410440,31897,13534,12117
2022-06-10,410442,32479,13393,12230
2022-06-10,410445,21277,9523,8765
2022-06-10,410450,41018,16813,15715
2022-06-10,410460,27191,11297,10338
2022-06-10,410465,40879,17044,15863
2022-06-10,410470,34030,13455,12402
2022-06-10,410480,763462,318169,286229
2022-06-10,410490,178345,71416,67718
2022-06-10,410500,16367,6297,6127
2022-06-10,410510,24556,9589,9002
2022-06-10,410520,38412,15670,14518
2022-06-10,410530,27096,11170,10494
2022-06-10,410540,50806,20409,19036
2022-06-10,410550,197281,79289,73600
2022-06-10,410560,27840,11591,10317
2022-06-10,410570,29602,12401,11121
2022-06-10,410580,558554,232652,210617
2022-06-10,410590,60441,23481,21874
2022-06-10,410600,20296,7997,7303
2022-06-10,410620,44753,17857,16687
2022-06-10,410630,35971,15047,13868
2022-06-10,410640,107085,41917,38513
2022-06-10,410645,17266,6944,6489
2022-06-10,410650,57971,23680,21381
2022-06-10,410657,11138,4450,4188
2022-06-10,410660,47801,19426,17743
2022-06-10,410670,9973,4040,3610
2022-06-10,410680,35768,14934,13835
2022-06-10,410685,8165,3405,3082
2022-06-10,410700,29363,11363,10470
2022-06-10,410710,12549,5029,4501
2022-06-10,410712,6114,2531,2294
2022-06-10,410715,11703,4922,4483
2022-06-10,410720,89204,37322,34043
2022-06-10,410725,21097,8167,7722
2022-06-10,410730,16696,6086,5839
2022-06-10,410750,29779,11638,10819
2022-06-10,410752,5285,2052,2005
2022-06-10,410753,9042,3808,3624
2022-06-10,410755,6834,2720,2593
2022-06-10,410760,33699,14072,12451
2022-06-10,410765,235310,100884,90203
2022-06-10,410770,10531,4313,3963
2022-06-10,410773,14603,6008,5519
2022-06-10,410775,20172,7725,7278
2022-06-10,410785,12455,4883,4694
2022-06-10,410790,20691,8210,7552
2022-06-10,410800,25015,11057,9672
2022-06-10,410820,20271,7922,7484
2022-06-10,410832,17252,7531,6777
2022-06-10,410840,200621,80251,74936
2022-06-10,410845,11012,4416,4123
2022-06-10,410850,22490,9313,8365
2022-06-10,410855,9280,3465,3308
2022-06-10,410860,69367,28237,25981
2022-06-10,410865,14108,5775,5425
2022-06-10,410870,12595,5142,4585
2022-06-10,410880,70612,30866,27479
2022-06-10,410890,17413,6533,6191
2022-06-10,410895,21968,8805,8361
2022-06-10,410900,11941,4859,4521
2022-06-10,410910,5752,2195,2081
2022-06-10,410920,13643,5318,4885
2022-06-10,410930,31064,12860,11762
2022-06-10,410940,383435,157955,142840
2022-06-10,410950,15992,6916,5672
2022-06-10,410960,83721,34329,31011
2022-06-10,410965,13101,5063,4842
2022-06-10,410970,65643,26923,23900
2022-06-10,410975,11804,4700,4531
2022-06-10,410980,112618,45334,41196
2022-06-10,410990,22141,9125,8335
2022-06-10,411000,10394,4345,3809
2022-06-10,411005,5357,2048,1904
2022-06-10,411007,22114,9105,8450
2022-06-10,411010,63749,26303,24309
2022-06-10,411020,25756,10467,9534
2022-06-10,411030,6522,2470,2314
2022-06-10,411040,11312,4391,4119
2022-06-10,411050,29751,12913,12013
2022-06-10,411060,28830,12226,10727
2022-06-10,411065,5396,2100,2020
2022-06-10,411070,138713,54616,51294
2022-06-10,411080,22158,9029,8130
2022-06-10,411090,9015,3663,3222
2022-06-10,411095,27730,11736,10742
2022-06-10,411100,15822,6340,5827
2022-06-10,411110,15337,5892,5549
2022-06-10,411120,29086,11852,11263
2022-06-10,411125,63429,26655,23437
2022-06-10,411130,9186,3372,3214
2022-06-10,411140,30510,12308,11615
2022-06-10,411150,78807,30953,28823
2022-06-10,411155,16052,6240,5959
2022-06-10,411180,94008,38127,34294
2022-06-10,411190,23060,9896,8421
2022-06-10,411200,75240,30965,28158
2022-06-10,411220,13699,5885,5562
2022-06-10,411230,12726,4970,4629
2022-06-10,411240,20902,8118,7625
2022-06-10,411250,28847,11316,10500
2022-06-10,411270,29921,12120,10998
2022-06-10,411275,21149,8177,7659
2022-06-10,411280,26670,10825,10000
2022-06-10,411290,7598,3465,3023
2022-06-10,411295,17292,7136,6747
2022-06-10,411320,104424,42219,38682
2022-06-10,411325,10142,4400,3837
2022-06-10,411340,10672,3953,3689
2022-06-10,411342,8931,3570,3328
2022-06-10,411345,13323,5343,5064
2022-06-10,411350,44133,17512,16049
2022-06-10,411360,11785,4523,4326
2022-06-10,411373,15150,6232,5684
2022-06-10,411375,14242,5557,5313
2022-06-10,411390,29433,11739,10889
2022-06-10,411400,26986,11460,10947
2022-06-10,411410,56093,23488,21581
2022-06-10,411420,79708,33164,30352
2022-06-10,411430,44275,19123,16776
2022-06-10,411440,45487,18015,17092
2022-06-10,411450,28909,11696,10893
2022-06-10,411460,113800,50300,45086
2022-06-10,411470,13904,5561,5235
2022-06-10,411480,89684,36758,33586
2022-06-10,411490,21848,8857,8124
2022-06-10,411500,17433,6763,6572
2022-06-10,411510,22982,9458,8489
2022-06-10,411520,1091498,443210,394557
2022-06-10,411530,15469,6089,5722
2022-06-10,411535,13657,5764,5253
2022-06-10,411540,35295,14189,13391
2022-06-10,411560,42945,18501,16496
2022-06-10,411570,62970,26547,23543
2022-06-10,411575,21697,9184,8031
2022-06-10,411580,81280,34805,32057
2022-06-10,411585,12426,5268,4889
2022-06-10,411590,4711,1970,1760
2022-06-10,411605,24335,10766,9599
2022-06-10,411620,32108,13093,11634
2022-06-10,411630,8926,3442,3186
2022-06-10,411670,28168,11106,10368
2022-06-10,411680,17217,7630,6891
2022-06-10,411690,71756,28189,26097
2022-06-10,411695,10399,4247,3927
2022-06-10,411700,18337,7214,6465
2022-06-10,411705,24986,10195,9217
2022-06-10,411710,32550,13242,12097
2022-06-10,411720,16457,6529,6165
2022-06-10,411727,20626,8280,7478
2022-06-10,411729,7549,2774,2691
2022-06-10,411730,41473,17852,15278
2022-06-10,411740,8009,2967,2861
2022-06-10,411745,15866,6556,6089
2022-06-10,411750,86382,35267,32104
2022-06-10,411760,92803,38813,34184
2022-06-10,411770,77964,30716,28933
2022-06-10,411780,33398,14109,12695
2022-06-10,411790,69909,29575,26915
2022-06-10,411800,35546,13898,13157
2022-06-10,411810,25771,10335,9839
2022-06-10,411840,203671,80092,74288
2022-06-10,411850,209966,85022,78318
2022-06-10,411860,11517,4799,4518
2022-06-10,411870,15512,6378,5888
2022-06-10,411880,29083,11644,10826
2022-06-10,411885,18487,7754,7002
2022-06-10,411890,24801,10493,8928
2022-06-10,411900,13268,5189,4892
2022-06-10,411910,24489,10938,9876
2022-06-10,411920,18510,7269,6710
2022-06-10,411930,64097,27286,24175
2022-06-10,411940,54625,22491,21079
2022-06-10,411950,189942,82669,72087
2022-06-10,411960,73544,30543,27245
2022-06-10,411965,6537,2477,2414
2022-06-10,411970,8981,3551,3232
2022-06-10,411980,31409,12342,11538
2022-06-10,411995,79614,31198,28557
2022-06-10,412000,31238,11918,11170
2022-06-10,412010,9912,4005,3702
2022-06-10,412035,13353,5372,5124
2022-06-10,412040,11512,4391,4195
2022-06-10,412050,24487,9740,8861
2022-06-10,412060,108364,45448,40936
2022-06-10,412065,11461,4474,4220
2022-06-10,412070,22982,8979,8374
2022-06-10,412080,68169,27597,25488
2022-06-10,412090,69376,28921,26022
2022-06-10,412100,25963,10477,9697
2022-06-10,412120,46411,18555,17349
2022-06-10,412125,6390,2730,2380
2022-06-10,412130,9225,3358,3194
2022-06-10,412140,45569,18343,17100
2022-06-10,412150,38136,14745,13680
2022-06-10,412160,14548,5928,5479
2022-06-10,412170,56290,23125,21147
2022-06-10,412175,11604,4722,4309
2022-06-10,412180,28257,10989,10600
2022-06-10,412190,31886,13222,11572
2022-06-10,412200,33270,13810,12163
2022-06-10,412210,9036,3310,3161
2022-06-10,412215,33821,14020,12465
2022-06-10,412217,10186,4119,3834
2022-06-10,412220,72090,32892,27840
2022-06-10,412230,78322,32767,29507
2022-06-10,412240,153058,61333,55978
2022-06-10,412250,26227,10873,9850
2022-06-10,412260,21679,8395,8006
2022-06-10,412265,14981,5938,5519
2022-06-10,412270,17461,7410,6558
2022-06-10,412280,10546,4025,3959
2022-06-10,412290,11886,4747,4221
2022-06-10,412300,28225,11617,10643
2022-06-10,412320,8783,3295,3094
2022-06-10,412330,19083,7953,7061
2022-06-10,412340,26523,10136,9453
2022-06-10,412350,52502,21747,20420
2022-06-10,412360,4675,1786,1714
2022-06-10,412370,19691,7640,7199
2022-06-10,412380,28727,11392,10547
2022-06-10,412382,8904,3723,3470
2022-06-10,412385,21089,8806,7902
2022-06-10,412390,26735,10853,9836
2022-06-10,412400,14009,5388,4993
2022-06-10,412402,25769,10983,9718
2022-06-10,412405,49871,21759,19268
2022-06-10,412410,89259,37060,33339
2022-06-10,412420,7374,2721,2590
2022-06-10,412440,39809,16352,15058
2022-06-10,412460,13836,5933,5050
2022-06-10,412480,23118,9434,8906
2022-06-10,412490,13905,5445,5065
2022-06-10,412500,29573,11638,10828
2022-06-10,412510,33757,13236,12671
2022-06-10,412520,22646,9024,8644
2022-06-10,412530,14731,5456,5253
2022-06-10,412535,15577,6330,5966
2022-06-10,412540,15180,5842,5442
2022-06-10,412545,9800,4084,3706
2022-06-10,412555,5772,2247,2156
2022-06-10,412560,95516,37167,35328
2022-06-10,412570,61978,26382,24162
2022-06-10,412575,11245,4775,4229
2022-06-10,412580,20391,7794,7254
2022-06-10,412610,14139,5545,5183
2022-06-10,412620,12248,5498,4641
2022-06-10,412625,170691,73600,63723
2022-06-10,412627,12780,5283,4792
2022-06-10,412630,47133,18887,17780
2022-06-10,412635,11635,4851,4538
2022-06-10,412650,32717,14246,12697
2022-06-10,412660,46964,18767,17466
2022-06-10,412665,7984,3031,2910
2022-06-10,412667,25304,10039,8946
2022-06-10,412670,12536,4899,4511
2022-06-10,412680,33272,13477,12581
2022-06-10,412700,24171,9437,8652
2022-06-10,412710,179496,70765,65229
2022-06-10,412720,42503,17529,16066
2022-06-10,412730,33968,13300,12388
2022-06-10,412740,23967,13579,9805
2022-06-10,412750,43277,17801,16127
2022-06-10,412760,39634,14893,14247
2022-06-10,412770,321434,133183,121176
2022-06-10,412780,21921,8533,8053
2022-06-10,412785,21810,9403,8122
2022-06-10,412788,11682,5291,4449
2022-06-10,412790,18182,7186,6653
2022-06-10,412795,15426,6176,5638
2022-06-10,412796,33267,13731,12525
2022-06-10,412810,215221,93624,82976
2022-06-10,412820,131284,54228,49439
2022-06-10,412840,26412,9892,9264
2022-06-10,412850,46809,18943,17474
2022-06-10,412853,21747,8605,8017
2022-06-10,412855,21113,8341,7631
2022-06-10,412860,17939,7052,6762
2022-06-10,412865,10989,4333,4195
2022-06-10,412870,18073,7403,7099
2022-06-10,412880,14295,5661,5292
2022-06-10,420005,6362,2390,2316
2022-06-10,420010,36076,15519,14117
2022-06-10,420040,15904,6681,6229
2022-06-10,420050,13806,5762,5345
2022-06-10,420060,16107,6525,6114
2022-06-10,420075,4755,1799,1749
2022-06-10,420080,15582,5956,5707
2022-06-10,420100,17402,7018,6681
2022-06-10,420110,8678,3523,3390
2022-06-10,420130,70557,30854,28666
2022-06-10,420140,141810,61218,54830
2022-06-10,420170,14164,6090,5646
2022-06-10,420190,13638,5781,5415
2022-06-10,420200,245139,105361,95167
2022-06-10,420205,29898,12467,11584
2022-06-10,420207,27719,11895,10235
2022-06-10,420210,52774,23016,20300
2022-06-10,420230,130320,55066,49152
2022-06-10,420270,12356,5115,4800
2022-06-10,420280,66263,28355,25774
2022-06-10,420285,7584,3276,3097
2022-06-10,420290,263170,119726,105482
2022-06-10,420300,157567,66670,59286
2022-06-10,420315,5967,2900,2084
2022-06-10,420320,136100,61469,54039
2022-06-10,420330,28406,11514,11106
2022-06-10,420340,17616,7163,6617
2022-06-10,420350,23492,9689,8952
2022-06-10,420360,75416,31115,28680
2022-06-10,420370,19200,8731,7651
2022-06-10,420380,118300,51688,42314
2022-06-10,420390,49658,20256,19262
2022-06-10,420395,51593,21402,19268
2022-06-10,420400,24481,9934,9188
2022-06-10,420417,6946,2807,2651
2022-06-10,420425,40689,16281,15438
2022-06-10,420430,199092,78782,73792
2022-06-10,420435,11130,4680,4313
2022-06-10,420450,32588,13967,13236
2022-06-10,420455,28862,12142,10845
2022-06-10,420460,426439,178254,163008
2022-06-10,420470,26161,10657,10192
2022-06-10,420480,97866,41894,37564
2022-06-10,420500,31554,13837,12326
2022-06-10,420517,7741,3044,2805
2022-06-10,420530,27504,11228,10568
2022-06-10,420550,73026,32039,28214
2022-06-10,420570,63468,27339,24247
2022-06-10,420580,30224,13829,12079
2022-06-10,420590,148540,67371,58856
2022-06-10,420600,35523,14891,13683
2022-06-10,420610,13751,5702,5361
2022-06-10,420630,41757,19251,16247
2022-06-10,420650,77384,34856,32262
2022-06-10,420660,11942,4824,4499
2022-06-10,420670,50690,20662,19172
2022-06-10,420690,36025,16076,13727
2022-06-10,420700,110300,47821,43443
2022-06-10,420710,29908,13870,12321
2022-06-10,420730,109386,47033,42587
2022-06-10,420750,131686,58036,51001
2022-06-10,420780,25244,9609,9116
2022-06-10,420810,45973,18931,17606
2022-06-10,420820,415834,193563,163197
2022-06-10,420840,43665,16864,16225
2022-06-10,420845,65015,26023,24353
2022-06-10,420850,46338,20019,18298
2022-06-10,420890,346362,149754,142518
2022-06-10,420900,66731,27219,25298
2022-06-10,420930,347471,147076,133371
2022-06-10,420940,92740,37383,34702
2022-06-10,420970,19833,8519,7735
2022-06-10,421000,19961,9015,8094
2022-06-10,421010,115318,47216,43302
2022-06-10,421030,14496,6516,5890
2022-06-10,421050,59885,25201,23381
2022-06-10,421060,29472,12236,11669
2022-06-10,421100,24636,9783,9326
2022-06-10,421105,17469,7636,6618
2022-06-10,421110,18196,7791,7346
2022-06-10,421130,129520,57977,50029
2022-06-10,421140,11326,4742,4407
2022-06-10,421175,35898,15054,13597
2022-06-10,421190,386165,169341,147962
2022-06-10,421200,18010,7169,6800
2022-06-10,421210,36890,15287,14135
2022-06-10,421220,39990,17427,15943
2022-06-10,421225,17358,7423,6728
2022-06-10,421227,10785,4211,4039
2022-06-10,421230,19889,7995,7204
2022-06-10,421240,9581,3770,3566
2022-06-10,421250,57358,24878,22028
2022-06-10,421270,14587,6214,5778
2022-06-10,421280,53311,23345,20657
2022-06-10,421320,67358,29290,25903
2022-06-10,421330,11783,4707,4355
2022-06-10,421340,21405,9130,8179
2022-06-10,421350,40595,17187,15351
2022-06-10,421370,29735,13145,11815
2022-06-10,421380,18754,7810,7048
2022-06-10,421415,7216,2956,2832
2022-06-10,421440,10841,4631,4220
2022-06-10,421460,15534,6507,6153
2022-06-10,421470,21044,8860,8350
2022-06-10,421480,139210,60988,55817
2022-06-10,421500,84843,37284,32702
2022-06-10,421510,23349,9962,9258
2022-06-10,421545,23203,10923,9265
2022-06-10,421550,28156,12466,11295
2022-06-10,421570,57871,24052,22089
2022-06-10,421580,169248,71516,66796
2022-06-10,421600,21524,9065,8521
2022-06-10,421605,7406,3280,2955
2022-06-10,421620,138425,66819,52446
2022-06-10,421630,59214,27434,23523
2022-06-10,421635,6511,2710,2606
2022-06-10,421660,540611,234642,209579
2022-06-10,421670,34109,13646,13069
2022-06-10,421690,51907,21409,20446
2022-06-10,421700,29952,12542,11591
2022-06-10,421720,99188,39961,37719
2022-06-10,421730,22518,8904,8622
2022-06-10,421740,32237,14487,13234
2022-06-10,421750,44489,17186,16280
2022-06-10,421760,31738,12988,11811
2022-06-10,421770,54468,23058,21456
2022-06-10,421780,33093,14339,13366
2022-06-10,421800,67892,34197,28226
2022-06-10,421810,10074,4161,3876
2022-06-10,421820,97483,41328,38594
2022-06-10,421825,10911,5041,4293
2022-06-10,421830,45790,18516,17368
2022-06-10,421835,10348,3764,3646
2022-06-10,421850,17092,7484,6914
2022-06-10,421860,15268,6292,5833
2022-06-10,421870,247962,101055,91842
2022-06-10,421880,24847,10907,9824
2022-06-10,421890,23069,9649,8899
2022-06-10,421920,14357,6057,5588
2022-06-10,421930,117994,50573,46419
2022-06-10,421940,8929,3780,3641
2022-06-10,421950,104925,44355,40648
2022-06-10,421970,63186,27187,24770
2022-06-10,422000,28275,11753,10704
2022-06-10,430010,34887,14559,13452
2022-06-10,430040,176948,70159,63742
2022-06-10,430050,17561,6937,6652
2022-06-10,430060,439603,183151,164402
2022-06-10,430066,3482,1234,1176
2022-06-10,430105,30820,11976,11085
2022-06-10,430120,27630,11160,10894
2022-06-10,430130,45944,17694,16524
2022-06-10,430163,33187,13021,11444
2022-06-10,430180,11774,4656,4476
2022-06-10,430187,7396,3096,2800
2022-06-10,430210,246721,98889,89151
2022-06-10,430220,15886,6298,6047
2022-06-10,430230,23298,9757,8886
2022-06-10,430240,26949,11149,10506
2022-06-10,430280,91675,33836,32289
2022-06-10,430300,193218,77713,71871
2022-06-10,430310,282961,116160,104170
2022-06-10,430340,11662,4324,4182
2022-06-10,430350,151764,60118,56279
2022-06-10,430360,10180,5057,3962
2022-06-10,430390,143902,59025,53832
2022-06-10,430440,95211,41064,36593
2022-06-10,430460,726447,298911,270231
2022-06-10,430463,127281,53690,47044
2022-06-10,430470,145628,58013,52279
2022-06-10,430480,62282,24450,23048
2022-06-10,430490,21473,8777,8275
2022-06-10,430500,22820,8567,8239
2022-06-10,430511,7512,2688,2643
2022-06-10,430520,36023,13865,13093
2022-06-10,430535,84511,32696,30537
2022-06-10,430545,35286,13799,12427
