IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated
3137502,Lagoa Formosa,18168,2021-11-14,29453,15685,12480
3138351,Leme do Prado,4923,2021-11-14,7286,4030,3112
3138682,Luislândia,6735,2021-11-14,7319,4563,2685
3138807,Luz,18297,2021-11-14,27225,14357,11246
3139250,Mamonas,6565,2021-11-14,8964,5092,3608
3139300,Manga,18051,2021-11-14,25372,14969,10125
3139409,Manhuaçu,92074,2021-11-14,117669,69264,47278
3140100,Marilac,4079,2021-11-14,5887,3454,2334
3141108,Matozinhos,38469,2021-11-14,60693,33190,25763
3141207,Matutina,3733,2021-11-14,7101,3435,3037
3142809,Monte Alegre de Minas,21349,2021-11-14,27619,15152,11310
3143203,Monte Santo de Minas,21504,2021-11-14,36109,19262,15471
3143807,Munhoz,5960,2021-11-14,7958,4344,3423
3145000,Nova Ponte,16046,2021-11-14,22396,12917,9214
3145372,Novorizonte,5348,2021-11-14,6363,3697,2501
3145604,Oliveira,41987,2021-11-14,70736,37024,30889
3146552,Pai Pedro,6098,2021-11-14,7505,4363,3103
3149200,Pedrinópolis,3651,2021-11-14,5963,3215,2432
3149309,Pedro Leopoldo,65149,2021-11-14,79675,45988,32243
3149804,Perdizes,16469,2021-11-14,13698,9434,4566
3150570,Pintópolis,7540,2021-11-14,8690,5333,3200
3151206,Pirapora,56845,2021-11-14,76673,41685,33719
3152131,Ponto Chique,4305,2021-11-14,4846,3021,1877
3152170,Ponto dos Volantes,12235,2021-11-14,15647,9055,6003
3152204,Porteirinha,37823,2021-11-14,51850,31220,19911
3152808,Prata,28173,2021-11-14,36836,21690,15216
3154309,Resplendor,17396,2021-11-14,25043,13535,10714
3154457,Riachinho,8132,2021-11-14,9873,5659,4042
3154507,Riacho dos Machados,9471,2021-11-14,11011,6332,4373
3155504,Rio Paranaíba,12356,2021-11-14,17651,9321,7519
3156809,Sabinópolis,15364,2021-11-14,24003,13063,10069
3156908,Sacramento,26556,2021-11-14,40775,22502,17568
3157252,Santa Bárbara do Leste,8212,2021-11-14,12544,6856,5296
3157708,Santa Juliana,14497,2021-11-14,20858,12811,7847
3158953,Santana do Paraíso,36048,2021-11-14,50613,29081,20518
3159803,Santa Vitória,19997,2021-11-14,33213,18134,14153
3160702,Santos Dumont,46357,2021-11-14,58955,34442,23546
3162104,São Gotardo,36084,2021-11-14,59515,33153,24683
3162450,São João das Missões,13232,2021-11-14,15101,8338,6733
3164431,São Sebastião da Vargem Alegre,3039,2021-11-14,4572,2447,1945
3166600,Serra da Saudade,771,2021-11-14,1594,795,681
3167103,Serro,20915,2021-11-14,26505,16157,9995
3168903,Tiros,6369,2021-11-14,11841,6153,5047
3169356,Três Marias,33062,2021-11-14,42830,23536,18339
3169604,Tupaciguara,25466,2021-11-14,38511,20575,16286
3169901,Ubá,117995,2021-11-14,148294,81217,62249
3170479,Uruana de Minas,3256,2021-11-14,5272,3072,2076
3170701,Varginha,137608,2021-11-14,205840,115988,86745
3170800,Várzea da Palma,40101,2021-11-14,49304,27916,20046
3201159,Brejetuba,12450,2021-11-14,18450,10938,7213
3202900,Itarana,10433,2021-11-14,19518,9953,8218
3203320,Marataízes,39259,2021-11-14,55967,31932,21699
3203346,Marechal Floriano,17141,2021-11-14,28467,15125,11822
3204203,Piúma,22388,2021-11-14,30620,17407,12020
3204500,Santa Leopoldina,12171,2021-11-14,19867,10204,8534
3204559,Santa Maria de Jetibá,41588,2021-11-14,60183,33562,24684
3300704,Cabo Frio,234077,2021-11-14,246983,138274,97788
3301306,Casimiro de Abreu,45864,2021-11-14,42140,25159,16277
3302106,Itaocara,23211,2021-11-14,32898,18133,13460
3303955,Pinheiral,25563,2021-11-14,41881,22726,17373
3304805,São Fidélis,38749,2021-11-14,25431,16046,9486
3305505,Saquarema,91938,2021-11-14,89727,56899,32917
3306008,Três Rios,82468,2021-11-14,123135,69350,52183
3500808,Alfredo Marcondes,4201,2021-11-14,9815,4575,4597
3504206,Auriflama,15316,2021-11-14,22390,10849,10435
3505203,Bariri,35844,2021-11-14,53575,26734,24667
3505401,Barra do Turvo,7606,2021-11-14,11170,5964,4777
3505906,Batatais,63438,2021-11-14,115071,56761,53196
3506706,Boa Esperança do Sul,15111,2021-11-14,22739,11415,10715
3508009,Buri,20050,2021-11-14,31191,16660,14002
3508207,Buritizal,4547,2021-11-14,7080,3582,3201
3508405,Cabreúva,51130,2021-11-14,64171,34945,28917
3512001,Colina,18601,2021-11-14,29379,15015,13225
3519253,Iaras,9786,2021-11-14,8946,4646,4120
3520103,Igarapava,30791,2021-11-14,42826,21820,19742
3520442,Ilha Solteira,26886,2021-11-14,60575,29816,28090
3520905,Ipaussu,15165,2021-11-14,23982,11643,11405
3521408,Iracemápolis,24982,2021-11-14,38958,19898,18448
3522406,Itapeva,95241,2021-11-14,177197,88559,83681
3522802,Itaporanga,15197,2021-11-14,27490,13634,12894
3523503,Itatinga,21139,2021-11-14,33707,16936,16128
3528601,Manduri,9972,2021-11-14,18194,8914,8565
3528858,Marapoama,3097,2021-11-14,6643,3173,3185
3531506,Monte Azul Paulista,18928,2021-11-14,37010,18233,17406
3533700,Ocauçu,4294,2021-11-14,7593,3579,3592
3534807,Ouro Verde,8676,2021-11-14,14065,7026,6495
3537107,Pedreira,48992,2021-11-14,74905,38274,34450
3538808,Piraju,29930,2021-11-14,58346,28945,26578
3539509,Pitangueiras,40430,2021-11-14,60653,31055,27815
3540002,Pompéia,22326,2021-11-14,34343,17288,15775
3541307,Presidente Epitácio,44572,2021-11-14,65520,33174,30096
3542107,Rafard,9126,2021-11-14,19159,9966,8809
3543006,Ribeirão Branco,15984,2021-11-14,30721,15783,14321
3543204,Ribeirão do Sul,4537,2021-11-14,8809,4177,4144
3546603,Santa Fé do Sul,32796,2021-11-14,56789,28192,25645
3547007,Santa Maria da Serra,6298,2021-11-14,9913,5133,4585
3550001,São Luiz do Paraitinga,10693,2021-11-14,22310,10791,10694
3550100,São Manuel,41287,2021-11-14,66022,32829,30999
3551306,Sebastianópolis do Sul,3595,2021-11-14,8091,3895,3782
3551405,Serra Azul,15292,2021-11-14,20172,10483,9236
3551702,Sertãozinho,128432,2021-11-14,196179,98635,92209
3553401,Tanabi,26231,2021-11-14,49365,24152,22735
3553658,Taquaral,2815,2021-11-14,5133,2406,2526
3554508,Tietê,42946,2021-11-14,70837,35083,33831
3554953,Tuiuti,7058,2021-11-14,12954,6479,6067
3556800,Viradouro,19133,2021-11-14,33061,16590,15276
4100707,Alto Piquiri,9722,2021-11-14,13727,7290,6126
4100905,Amaporã,6405,2021-11-14,8086,4451,3508
4101200,Antonina,18919,2021-11-14,30125,16202,13095
4102109,Astorga,26304,2021-11-14,42358,22631,18532
4103453,Cafelândia,18783,2021-11-14,29729,16690,13136
4103479,Cafezal do Sul,3975,2021-11-14,7116,3703,3247
4103503,Califórnia,8641,2021-11-14,13961,7482,5994
4104204,Campo Largo,135678,2021-11-14,157529,85664,69509
4107603,Faxinal,17379,2021-11-14,22885,12470,9864
4107702,Fênix,4734,2021-11-14,6207,3471,2768
4107900,Floresta,6926,2021-11-14,13167,6973,5739
4108452,Foz do Jordão,4466,2021-11-14,7148,3867,3046
4109906,Icaraíma,7671,2021-11-14,14553,7950,6219
4110607,Iporã,13642,2021-11-14,20404,11166,8516
4110805,Iretama,10029,2021-11-14,13770,7585,5917
4110904,Itaguajé,4426,2021-11-14,5580,3114,2317
4111506,Ivaiporã,31886,2021-11-14,51856,27466,22178
4111803,Jacarezinho,39268,2021-11-14,61173,33721,25033
4112009,Jaguariaíva,35192,2021-11-14,47739,27274,20864
4112207,Janiópolis,4948,2021-11-14,10119,5281,4525
4112751,Jesuítas,8251,2021-11-14,14144,7372,6162
4112900,Jundiaí do Sul,3248,2021-11-14,5415,3085,2275
4112959,Juranda,7244,2021-11-14,11922,6274,5295
4113429,Lidianópolis,3155,2021-11-14,5946,3164,2706
4115002,Marilena,7093,2021-11-14,10790,5968,4787
4115408,Marmeleiro,14407,2021-11-14,22934,12417,10021
4115754,Mauá da Serra,10994,2021-11-14,13560,7835,5687
4117271,Nova Tebas,5252,2021-11-14,13272,7083,5839
4119707,Planaltina do Paraná,4281,2021-11-14,5760,3187,2439
4119806,Planalto,13385,2021-11-14,21507,11331,9273
4120358,Pranchita,5035,2021-11-14,9364,4880,4131
4120606,Prudentópolis,52776,2021-11-14,70799,39561,30361
4122107,Rio Bom,3162,2021-11-14,5739,2960,2467
4122156,Rio Bonito do Iguaçu,13240,2021-11-14,21671,12081,8735
4122172,Rio Branco do Ivaí,4121,2021-11-14,6008,3416,2572
4122701,Sabáudia,6954,2021-11-14,11730,6552,4858
4122909,Salto do Itararé,4862,2021-11-14,7805,4288,3309
4125001,São João do Ivaí,9897,2021-11-14,19364,10176,8581
4125605,São Mateus do Sul,47137,2021-11-14,59044,32635,25937
4126405,Sertaneja,5149,2021-11-14,9956,5117,4479
4126801,Tapejara,16480,2021-11-14,22266,12014,9849
4127304,Terra Rica,17054,2021-11-14,21632,11810,9254
4127403,Terra Roxa,17562,2021-11-14,22368,13340,9325
4127809,Tomazina,7699,2021-11-14,14198,7450,6316
4200705,Alfredo Wagner,10136,2021-11-14,14375,7684,6530
4202206,Benedito Novo,11896,2021-11-14,14816,7649,6642
4202578,Bom Jesus do Oeste,2136,2021-11-14,3753,1870,1650
4203501,Campo Erê,8312,2021-11-14,15586,8247,6975
4207106,Ilhota,14531,2021-11-14,21646,12425,9281
4209003,Joaçaba,30684,2021-11-14,48207,25320,21142
4209607,Lauro Müller,15380,2021-11-14,21664,12345,9312
4213203,Pomerode,34561,2021-11-14,49239,26980,21640
4214201,Quilombo,9773,2021-11-14,15301,8568,6275
4216354,São João do Itaperiú,3784,2021-11-14,4635,2460,1992
4217105,São Martinho,3162,2021-11-14,6644,3354,3013
4217303,Saudades,9874,2021-11-14,15385,7985,7114
4218301,Três Barras,19455,2021-11-14,29205,15696,13055
4219507,Xanxerê,52290,2021-11-14,70490,40272,30017
4219705,Xaxim,29254,2021-11-14,45215,24561,19659
4301057,Arroio do Sal,10483,2021-11-14,20317,10678,8946
4301909,Barra do Ribeiro,13618,2021-11-14,20623,10649,9004
4302006,Barros Cassal,11167,2021-11-14,15516,8186,6709
4302659,Brochier,5132,2021-11-14,9206,4651,4178
4304663,Capão do Leão,25462,2021-11-14,36186,19957,15575
4304697,Capitão,2770,2021-11-14,4577,2343,2029
4305173,Cerro Grande do Sul,12579,2021-11-14,15817,8461,7030
4306734,Doutor Maurício Cardoso,4380,2021-11-14,7621,3958,3463
4306767,Eldorado do Sul,42490,2021-11-14,52330,29437,21853
4307302,Erval Seco,6697,2021-11-14,11629,6078,5186
4307708,Esteio,83352,2021-11-14,127412,68639,56320
4307807,Estrela,34669,2021-11-14,50338,27609,21998
4308102,Feliz,13728,2021-11-14,22865,11912,10309
4310652,Itati,2377,2021-11-14,4952,2628,2196
4311304,Lagoa Vermelha,27751,2021-11-14,45603,24127,20127
4313060,Nova Hartz,22147,2021-11-14,28516,15741,12492
4313201,Nova Petrópolis,21717,2021-11-14,35975,18647,16095
4314308,Pejuçara,3840,2021-11-14,5834,3025,2617
4315107,Porto Xavier,10144,2021-11-14,15671,8041,7209
4315354,Quinze de Novembro,3810,2021-11-14,6513,3302,2855
4316600,Sananduva,16382,2021-11-14,27792,14038,12451
4317954,Santo Expedito do Sul,2287,2021-11-14,4035,2104,1793
4318002,São Borja,59768,2021-11-14,98046,51362,43695
4318804,São Lourenço do Sul,43501,2021-11-14,68718,35322,31237
4320107,Sarandi,25024,2021-11-14,34092,18514,14564
4321402,Tenente Portela,13385,2021-11-14,24825,12476,10865
4322004,Triunfo,30159,2021-11-14,42119,22525,18331
4322608,Venâncio Aires,72373,2021-11-14,104786,57700,45587
4322806,Veranópolis,26813,2021-11-14,40727,20991,18236
4323358,Vila Lângaro,2070,2021-11-14,4020,2015,1783
4323804,Xangri-lá,17126,2021-11-14,26502,14654,11151
5001508,Bandeirantes,7281,2021-11-14,9113,5027,3807
5002605,Camapuã,13675,2021-11-14,16638,9700,6560
5003306,Coxim,33547,2021-11-14,48889,25979,21646
5003488,Dois Irmãos do Buriti,11547,2021-11-14,15553,8171,6921
5003504,Douradina,6025,2021-11-14,10024,5041,4648
5004106,Guia Lopes da Laguna,9754,2021-11-14,14497,7688,6332
5005806,Nioaque,13794,2021-11-14,15748,8107,6925
5006275,Paraíso das Águas,5751,2021-11-14,10087,5335,4524
5006903,Porto Murtinho,17460,2021-11-14,17539,9893,8437
5007554,Santa Rita do Pardo,7948,2021-11-14,9547,4795,4324
5007935,Sonora,20158,2021-11-14,21283,11988,9171
5103437,Curvelândia,5267,2021-11-14,7973,4568,3475
5104203,Guiratinga,15740,2021-11-14,19043,10023,8429
5104542,Itanhangá,7030,2021-11-14,7238,4349,2904
5104906,Jangada,8420,2021-11-14,11041,6449,4374
5106299,Paranaíta,11291,2021-11-14,17433,9586,7653
5106455,Planalto da Serra,2637,2021-11-14,4355,2485,1905
5107156,Reserva do Cabaçal,2754,2021-11-14,3501,1889,1539
5107859,São Félix do Araguaia,11934,2021-11-14,13334,8044,5013
5108105,Tesouro,3761,2021-11-14,4233,2213,1826
5200605,Alto Paraíso de Goiás,7751,2021-11-14,9070,5268,3703
5201702,Aragarças,20410,2021-11-14,20636,11627,8331
5202155,Araguapaz,7795,2021-11-14,8628,5414,3192
5203203,Barro Alto,11643,2021-11-14,14480,8894,5682
5204300,Caçu,16525,2021-11-14,22037,12064,9368
5204805,Campo Alegre de Goiás,7884,2021-11-14,10113,5680,4211
5205059,Castelândia,3380,2021-11-14,5250,2896,2159
5205802,Corumbá de Goiás,11223,2021-11-14,15817,8548,6641
5209937,Inaciolândia,6275,2021-11-14,8159,4998,3102
5210802,Itajá,4412,2021-11-14,8225,4372,3538
5215504,Ouvidor,6895,2021-11-14,12627,6925,5235
5216452,Perolândia,3156,2021-11-14,4643,2597,1927
5218391,Professor Jamil,3211,2021-11-14,5199,2782,2129
5220405,São Simão,21318,2021-11-14,26252,14591,11056
5221551,Turvelândia,5447,2021-11-14,5399,3924,1543
1100015,Alta Floresta D'Oeste,22516,2021-11-15,31878,18815,12644
1100023,Ariquemes,111148,2021-11-15,134787,78106,53360
1100031,Cabixi,5067,2021-11-15,8685,4727,3708
1100064,Colorado do Oeste,15213,2021-11-15,27630,15702,11296
1100080,Costa Marques,19255,2021-11-15,14343,8072,6205
1100106,Guajará-Mirim,46930,2021-11-15,51165,29751,21438
1100114,Jaru,51469,2021-11-15,86377,47326,36590
1100122,Ji-Paraná,131026,2021-11-15,157605,92672,63060
1100130,Machadinho D'Oeste,41724,2021-11-15,41119,22933,18286
1100155,Ouro Preto do Oeste,35445,2021-11-15,50054,29946,19347
1100205,Porto Velho,548952,2021-11-15,643891,365644,264879
1100254,Presidente Médici,18165,2021-11-15,30064,16926,12940
1100288,Rolim de Moura,55748,2021-11-15,74649,42264,31562
1100809,Candeias do Jamari,28068,2021-11-15,23185,14733,8452
1100940,Cujubim,27131,2021-11-15,15465,9040,6546
1101492,São Francisco do Guaporé,21088,2021-11-15,20183,11523,8198
1101500,Seringueiras,11846,2021-11-15,15278,9011,6229
1101708,Urupá,11081,2021-11-15,15808,9014,6653
1200013,Acrelândia,15721,2021-11-15,14095,8084,5973
1200104,Brasiléia,27123,2021-11-15,28124,16909,11066
1200203,Cruzeiro do Sul,89760,2021-11-15,114690,64258,49458
1200401,Rio Branco,419452,2021-11-15,522024,304615,214523
1200435,Santa Rosa do Purus,6893,2021-11-15,5820,3276,2591
1200500,Sena Madureira,47168,2021-11-15,46689,26943,19900
1300300,Autazes,41005,2021-11-15,40598,24287,16242
1300839,Caapiranga,13482,2021-11-15,8835,5347,3589
1301407,Eirunepé,36121,2021-11-15,25592,16445,9417
1301605,Fonte Boa,16409,2021-11-15,18256,11113,6988
1301704,Humaitá,57195,2021-11-15,55859,32010,23112
1301902,Itacoatiara,104046,2021-11-15,108049,65604,42475
1302504,Manacapuru,99613,2021-11-15,99861,60361,38895
1302603,Manaus,2255903,2021-11-15,2921468,1606308,1228711
1302900,Maués,66159,2021-11-15,58040,35498,22542
1303536,Presidente Figueiredo,38095,2021-11-15,37062,22431,14540
1303809,São Gabriel da Cachoeira,47031,2021-11-15,52186,30288,21158
1304062,Tabatinga,68502,2021-11-15,42363,27571,14700
1304203,Tefé,59250,2021-11-15,74450,44488,28603
1304401,Urucurituba,24098,2021-11-15,17606,10331,6853
1400027,Amajari,13561,2021-11-15,8896,5140,3780
1400100,Boa Vista,436591,2021-11-15,450574,269279,178289
1400159,Bonfim,12701,2021-11-15,13176,7897,5174
1400308,Mucajaí,18482,2021-11-15,15047,8867,5930
1400456,Pacaraima,20108,2021-11-15,31484,21387,10371
1400472,Rorainópolis,31387,2021-11-15,20124,12610,7280
1500107,Abaetetuba,160439,2021-11-15,189553,109493,79239
1500206,Acará,55744,2021-11-15,37484,26737,11556
1500305,Afuá,39910,2021-11-15,30620,19674,11037
1500347,Água Azul do Norte,27797,2021-11-15,14727,8698,6338
1500404,Alenquer,57390,2021-11-15,52282,34095,18562
1500503,Almeirim,34044,2021-11-15,46838,27767,18980
1500602,Altamira,117320,2021-11-15,117060,72996,45008
1500701,Anajás,30091,2021-11-15,26489,16416,10078
1500800,Ananindeua,540410,2021-11-15,470070,294537,164603
1500859,Anapu,29312,2021-11-15,14627,9236,5604
1500909,Augusto Corrêa,46937,2021-11-15,45555,29414,15598
1501105,Bagre,31967,2021-11-15,18314,10643,7898
1501204,Baião,49454,2021-11-15,30426,19785,11288
1501303,Barcarena,129333,2021-11-15,163650,97808,67378
1501501,Benevides,64780,2021-11-15,74283,43470,28772
1501576,Bom Jesus do Tocantins,17254,2021-11-15,15665,9647,6090
1501600,Bonito,16769,2021-11-15,9466,6605,2971
1501709,Bragança,130122,2021-11-15,139998,83420,53809
1501725,Brasil Novo,14883,2021-11-15,16690,10069,6865
1501782,Breu Branco,68597,2021-11-15,34238,23042,12006
1501808,Breves,104280,2021-11-15,87449,55113,35025
1501956,Cachoeira do Piriá,35307,2021-11-15,14775,9616,5406
1502152,Canaã dos Carajás,39103,2021-11-15,68907,44181,24933
1502202,Capanema,69828,2021-11-15,83020,51682,30121
1502301,Capitão Poço,54545,2021-11-15,60058,34724,25863
1502400,Castanhal,205667,2021-11-15,203720,130986,70082
1502509,Chaves,24175,2021-11-15,8497,6119,2550
1502707,Conceição do Araguaia,48115,2021-11-15,51162,29658,23329
1502764,Cumaru do Norte,14044,2021-11-15,4807,3010,1933
1502772,Curionópolis,17764,2021-11-15,13949,9126,5069
1502806,Curralinho,35530,2021-11-15,30868,18095,13108
1502939,Dom Eliseu,61206,2021-11-15,42730,26811,15923
1502954,Eldorado do Carajás,34069,2021-11-15,14094,10319,4985
1503044,Floresta do Araguaia,20742,2021-11-15,13724,8472,5577
1503077,Garrafão do Norte,26155,2021-11-15,25062,15678,9582
1503093,Goianésia do Pará,41678,2021-11-15,22541,14603,8438
1503200,Igarapé-Açu,39234,2021-11-15,54072,30909,21687
1503309,Igarapé-Miri,63367,2021-11-15,68643,39323,29142
1503457,Ipixuna do Pará,67170,2021-11-15,29047,18936,10648
1503606,Itaituba,101541,2021-11-15,77589,54378,25973
1503754,Jacareacanga,6952,2021-11-15,6876,4617,2501
1503804,Jacundá,60517,2021-11-15,39768,26181,14446
1504059,Mãe do Rio,30389,2021-11-15,38573,23648,15122
1504208,Marabá,287664,2021-11-15,222712,162421,60300
1504455,Medicilândia,32347,2021-11-15,14426,9951,4888
1504604,Mocajuba,31917,2021-11-15,25959,16642,9564
1504703,Moju,84251,2021-11-15,55215,35793,20379
1504802,Monte Alegre,58289,2021-11-15,65377,44013,22020
1504901,Muaná,41454,2021-11-15,27718,17940,10274
1504976,Nova Ipixuna,17027,2021-11-15,14302,9337,5114
1505064,Novo Repartimento,78488,2021-11-15,28437,20403,8937
1505437,Ourilândia do Norte,33831,2021-11-15,24936,16206,9085
1505486,Pacajá,49110,2021-11-15,22293,14344,8056
1505502,Paragominas,115838,2021-11-15,106657,68270,41257
1505536,Parauapebas,218787,2021-11-15,268154,168699,98708
1505635,Piçarra,12976,2021-11-15,7597,5129,2614
1505650,Placas,32325,2021-11-15,14257,8851,5709
1505700,Ponta de Pedras,32007,2021-11-15,28263,16273,11717
1505809,Portel,63831,2021-11-15,46507,28703,19596
1505908,Porto de Moz,42456,2021-11-15,25436,15499,10079
1506005,Prainha,29827,2021-11-15,34566,20706,14633
1506112,Quatipuru,13794,2021-11-15,12293,8391,4080
1506138,Redenção,86326,2021-11-15,75613,52217,27659
1506161,Rio Maria,18208,2021-11-15,18324,10591,7846
1506187,Rondon do Pará,53242,2021-11-15,40694,25010,16618
1506195,Rurópolis,52473,2021-11-15,25735,15629,10602
1506203,Salinópolis,41164,2021-11-15,50422,32965,18967
1506351,Santa Bárbara do Pará,21811,2021-11-15,24189,15517,8454
1506500,Santa Izabel do Pará,72856,2021-11-15,60320,39449,21394
1506708,Santana do Araguaia,75995,2021-11-15,19749,13734,6606
1506807,Santarém,308339,2021-11-15,365790,227831,135832
1507003,Santo Antônio do Tauá,32346,2021-11-15,31804,19940,11993
1507102,São Caetano de Odivelas,18207,2021-11-15,18657,11441,7437
1507300,São Félix do Xingu,135732,2021-11-15,27874,19908,11918
1507409,São Francisco do Pará,15978,2021-11-15,20084,12990,7262
1507458,São Geraldo do Araguaia,24566,2021-11-15,17650,11224,6733
1507474,São João de Pirabas,23440,2021-11-15,23651,14492,9236
1507607,São Miguel do Guamá,60268,2021-11-15,59136,35843,24563
1507706,São Sebastião da Boa Vista,27302,2021-11-15,18891,12967,6095
1507904,Soure,25752,2021-11-15,21523,14215,8217
1507953,Tailândia,111554,2021-11-15,46520,33211,15803
1507961,Terra Alta,11971,2021-11-15,11861,7366,4420
1508001,Tomé-Açu,64604,2021-11-15,58840,38567,21053
1508035,Tracuateua,31549,2021-11-15,37697,22427,15463
1508084,Tucumã,40661,2021-11-15,30076,19237,11307
1508100,Tucuruí,116605,2021-11-15,102694,66654,40251
1508126,Ulianópolis,62286,2021-11-15,25646,16535,9558
1508159,Uruará,45395,2021-11-15,26093,16262,10305
1508209,Vigia,54650,2021-11-15,30216,21322,9163
1508407,Xinguara,45416,2021-11-15,42072,25595,16955
1600154,Pedra Branca do Amapari,17625,2021-11-15,13364,7906,5207
1600279,Laranjal do Jari,52302,2021-11-15,45514,26165,18627
1600303,Macapá,522357,2021-11-15,489960,320160,171620
1600535,Porto Grande,22927,2021-11-15,16536,10381,5986
1600600,Santana,124808,2021-11-15,124327,74829,48108
1600808,Vitória do Jari,16572,2021-11-15,12426,8166,4222
1701903,Araguacema,7223,2021-11-15,7086,4181,2782
1702000,Araguaçu,8418,2021-11-15,11079,6141,4581
1702109,Araguaína,186245,2021-11-15,226129,129838,92859
1702158,Araguanã,5856,2021-11-15,4896,2937,1874
1702208,Araguatins,36573,2021-11-15,30819,19324,11324
1702554,Augustinópolis,18870,2021-11-15,22722,13489,8552
1702703,Aurora do Tocantins,3809,2021-11-15,4022,2314,1593
