Date,IBGE6,Type,N
2021-07-14,310270,Doe,1
2021-07-14,310690,Doe,1
2021-07-14,310790,First Doe,2
2021-07-14,310820,Second Doe,1
2021-07-14,311120,First Doe,1
2021-07-14,311420,First Doe,1
2021-07-14,311500,First Doe,1
2021-07-14,311730,First Doe,1
2021-07-14,312180,Second Doe,1
2021-07-14,312420,First Doe,1
2021-07-14,313270,First Doe,1
2021-07-14,313940,First Doe,1
2021-07-14,314330,First Doe,1
2021-07-14,314800,First Doe,2
2021-07-14,315250,First Doe,1
2021-07-14,316557,Doe,1
2021-07-14,316557,First Doe,1
2021-07-14,316720,Second Doe,1
2021-07-14,316810,First Doe,1
2021-07-14,317010,First Doe,3
2021-07-14,317020,First Doe,5
2021-07-14,317020,Second Doe,1
2021-07-14,317040,Doe,1
2021-07-14,317130,First Doe,1
2021-07-14,320130,First Doe,1
2021-07-14,320490,First Doe,1
2021-07-14,330010,Second Doe,1
2021-07-14,330330,First Doe,1
2021-07-14,330330,Second Doe,1
2021-07-14,330390,Second Doe,2
2021-07-14,330410,First Doe,1
2021-07-14,330455,Doe,1
2021-07-14,330455,First Doe,2
2021-07-14,330455,Second Doe,3
2021-07-14,330490,First Doe,2
2021-07-14,330555,First Doe,1
2021-07-14,350320,First Doe,1
2021-07-14,350650,First Doe,1
2021-07-14,350810,First Doe,1
2021-07-14,350900,First Doe,1
2021-07-14,350940,First Doe,1
2021-07-14,350950,Doe,1
2021-07-14,351080,Second Doe,1
2021-07-14,351100,First Doe,1
2021-07-14,351290,First Doe,1
2021-07-14,351515,First Doe,1
2021-07-14,351880,First Doe,1
2021-07-14,352050,First Doe,1
2021-07-14,352240,Second Doe,1
2021-07-14,352310,First Doe,1
2021-07-14,352410,First Doe,1
2021-07-14,352520,First Doe,1
2021-07-14,352590,First Doe,1
2021-07-14,352880,First Doe,1
2021-07-14,353080,Second Doe,1
2021-07-14,353300,Doe,1
2021-07-14,353400,Doe,1
2021-07-14,353420,First Doe,1
2021-07-14,353440,Second Doe,1
2021-07-14,353950,First Doe,1
2021-07-14,354150,First Doe,2
2021-07-14,354340,First Doe,1
2021-07-14,354390,Second Doe,2
2021-07-14,354760,First Doe,1
2021-07-14,354880,Second Doe,1
2021-07-14,354890,Second Doe,1
2021-07-14,355030,First Doe,8
2021-07-14,355030,Second Doe,3
2021-07-14,355220,First Doe,1
2021-07-14,355240,First Doe,1
2021-07-14,355280,Second Doe,1
2021-07-14,355610,First Doe,1
2021-07-14,355620,First Doe,1
2021-07-14,355710,First Doe,2
2021-07-14,410410,First Doe,1
2021-07-14,410480,First Doe,1
2021-07-14,410490,First Doe,1
2021-07-14,410650,Second Doe,1
2021-07-14,410690,First Doe,3
2021-07-14,410830,First Doe,1
2021-07-14,410830,Second Doe,1
2021-07-14,410895,Doe,1
2021-07-14,410980,First Doe,1
2021-07-14,411110,First Doe,2
2021-07-14,411520,Second Doe,2
2021-07-14,411585,First Doe,1
2021-07-14,411729,Doe,1
2021-07-14,411820,Second Doe,1
2021-07-14,412405,Doe,1
2021-07-14,412550,First Doe,1
2021-07-14,412770,First Doe,2
2021-07-14,412855,First Doe,1
2021-07-14,420290,First Doe,1
2021-07-14,420420,Second Doe,1
2021-07-14,420430,First Doe,1
2021-07-14,420540,First Doe,1
2021-07-14,421750,First Doe,1
2021-07-14,430460,Second Doe,1
2021-07-14,430510,Doe,1
2021-07-14,430720,First Doe,1
2021-07-14,430780,Doe,1
2021-07-14,431065,First Doe,1
2021-07-14,431390,Doe,1
2021-07-14,431410,Doe,1
2021-07-14,431410,First Doe,1
2021-07-14,431490,First Doe,1
2021-07-14,431750,First Doe,1
2021-07-14,431800,First Doe,1
2021-07-14,500270,First Doe,1
2021-07-14,500270,Second Doe,1
2021-07-14,500660,First Doe,1
2021-07-14,500800,First Doe,1
2021-07-14,510020,Second Doe,1
2021-07-14,510180,First Doe,2
2021-07-14,510267,First Doe,1
2021-07-14,510335,First Doe,2
2021-07-14,510335,Second Doe,3
2021-07-14,510340,First Doe,4
2021-07-14,510340,Second Doe,2
2021-07-14,510452,First Doe,1
2021-07-14,510510,First Doe,1
2021-07-14,510515,First Doe,1
2021-07-14,510525,First Doe,3
2021-07-14,510622,First Doe,1
2021-07-14,510630,First Doe,1
2021-07-14,510677,Second Doe,1
2021-07-14,510788,First Doe,1
2021-07-14,510788,Second Doe,1
2021-07-14,510790,First Doe,1
2021-07-14,510792,First Doe,1
2021-07-14,510860,Doe,2
2021-07-14,510860,First Doe,2
2021-07-14,510860,Second Doe,1
2021-07-14,520005,First Doe,1
2021-07-14,520025,First Doe,2
2021-07-14,520025,Second Doe,2
2021-07-14,520030,Doe,1
2021-07-14,520060,First Doe,1
2021-07-14,520110,Doe,1
2021-07-14,520110,First Doe,6
2021-07-14,520140,Doe,8
2021-07-14,520140,First Doe,28
2021-07-14,520140,Second Doe,6
2021-07-14,520170,First Doe,1
2021-07-14,520180,First Doe,1
2021-07-14,520180,Second Doe,1
2021-07-14,520235,First Doe,1
2021-07-14,520260,First Doe,1
2021-07-14,520350,First Doe,2
2021-07-14,520410,First Doe,1
2021-07-14,520425,Doe,1
2021-07-14,520460,First Doe,1
2021-07-14,520490,Doe,1
2021-07-14,520490,First Doe,1
2021-07-14,520490,Second Doe,1
2021-07-14,520510,First Doe,1
2021-07-14,520510,Second Doe,1
2021-07-14,520545,First Doe,1
2021-07-14,520640,First Doe,1
2021-07-14,520740,First Doe,1
2021-07-14,520860,First Doe,2
2021-07-14,520860,Second Doe,1
2021-07-14,520870,Doe,9
2021-07-14,520870,First Doe,53
2021-07-14,520870,Second Doe,20
2021-07-14,520880,First Doe,2
2021-07-14,520995,Doe,1
2021-07-14,521000,First Doe,1
2021-07-14,521020,Doe,1
2021-07-14,521040,First Doe,3
2021-07-14,521090,First Doe,1
2021-07-14,521120,First Doe,1
2021-07-14,521150,First Doe,1
2021-07-14,521150,Second Doe,1
2021-07-14,521170,Doe,1
2021-07-14,521180,First Doe,1
2021-07-14,521190,Doe,1
2021-07-14,521190,First Doe,1
2021-07-14,521250,Doe,1
2021-07-14,521280,First Doe,1
2021-07-14,521308,Doe,1
2021-07-14,521308,First Doe,1
2021-07-14,521310,First Doe,1
2021-07-14,521310,Second Doe,2
2021-07-14,521377,First Doe,2
2021-07-14,521377,Second Doe,1
2021-07-14,521400,First Doe,1
2021-07-14,521450,Doe,1
2021-07-14,521450,First Doe,1
2021-07-14,521460,Doe,1
2021-07-14,521500,Second Doe,1
2021-07-14,521640,First Doe,1
2021-07-14,521710,Second Doe,1
2021-07-14,521740,Second Doe,1
2021-07-14,521800,First Doe,5
2021-07-14,521800,Second Doe,2
2021-07-14,521830,First Doe,1
2021-07-14,521860,First Doe,1
2021-07-14,521880,Doe,2
2021-07-14,521880,First Doe,3
2021-07-14,521945,Second Doe,1
2021-07-14,521990,Second Doe,1
2021-07-14,522010,Doe,1
2021-07-14,522010,First Doe,1
2021-07-14,522020,Doe,2
2021-07-14,522020,First Doe,1
2021-07-14,522020,Second Doe,1
2021-07-14,522045,Doe,1
2021-07-14,522045,First Doe,2
2021-07-14,522045,Second Doe,5
2021-07-14,522060,First Doe,2
2021-07-14,522108,Second Doe,1
2021-07-14,522140,First Doe,2
2021-07-14,522140,Second Doe,1
2021-07-14,522160,Doe,1
2021-07-14,522160,First Doe,1
2021-07-14,522160,Second Doe,3
2021-07-14,522185,First Doe,1
2021-07-14,522205,First Doe,1
2021-07-14,522205,Second Doe,1
2021-07-14,530010,Doe,3
2021-07-14,530010,First Doe,27
2021-07-14,530010,Second Doe,13
2021-07-15,110002,First Doe,1
2021-07-15,110012,First Doe,1
2021-07-15,110020,First Doe,3
2021-07-15,110028,Second Doe,2
2021-07-15,110045,First Doe,1
2021-07-15,120040,First Doe,1
2021-07-15,130260,Doe,1
2021-07-15,130260,First Doe,1
2021-07-15,130260,Second Doe,1
2021-07-15,130356,First Doe,1
2021-07-15,150060,First Doe,2
2021-07-15,150120,First Doe,1
2021-07-15,150130,First Doe,1
2021-07-15,150140,First Doe,2
2021-07-15,150215,First Doe,3
2021-07-15,150240,First Doe,1
2021-07-15,150270,Doe,1
2021-07-15,150270,First Doe,3
2021-07-15,150270,Second Doe,1
2021-07-15,150276,First Doe,1
2021-07-15,150304,First Doe,6
2021-07-15,150309,First Doe,1
2021-07-15,150345,First Doe,1
2021-07-15,150360,Doe,1
2021-07-15,150360,Second Doe,1
2021-07-15,150370,Doe,1
2021-07-15,150370,Second Doe,1
2021-07-15,150380,Doe,1
2021-07-15,150380,First Doe,1
2021-07-15,150380,Second Doe,1
2021-07-15,150405,First Doe,1
2021-07-15,150420,First Doe,3
2021-07-15,150420,Second Doe,1
2021-07-15,150490,First Doe,1
2021-07-15,150506,Doe,2
2021-07-15,150506,First Doe,3
2021-07-15,150543,First Doe,1
2021-07-15,150549,Doe,2
2021-07-15,150550,First Doe,1
2021-07-15,150553,Doe,2
2021-07-15,150553,First Doe,5
2021-07-15,150563,First Doe,3
2021-07-15,150600,Doe,1
2021-07-15,150613,Doe,2
2021-07-15,150613,First Doe,3
2021-07-15,150616,First Doe,1
2021-07-15,150620,First Doe,1
2021-07-15,150658,First Doe,3
2021-07-15,150670,First Doe,1
2021-07-15,150670,Second Doe,3
2021-07-15,150680,First Doe,2
2021-07-15,150715,First Doe,2
2021-07-15,150730,First Doe,5
2021-07-15,150730,Second Doe,1
2021-07-15,150745,Doe,1
2021-07-15,150745,First Doe,3
2021-07-15,150745,Second Doe,3
2021-07-15,150775,First Doe,1
2021-07-15,150795,First Doe,1
2021-07-15,150808,Doe,1
2021-07-15,150808,First Doe,2
2021-07-15,150810,Second Doe,1
2021-07-15,150840,Doe,1
2021-07-15,150840,First Doe,6
2021-07-15,150840,Second Doe,1
2021-07-15,160020,Second Doe,1
2021-07-15,160027,Doe,1
2021-07-15,160030,First Doe,1
2021-07-15,170025,First Doe,1
2021-07-15,170030,Doe,1
2021-07-15,170030,First Doe,5
2021-07-15,170030,Second Doe,13
2021-07-15,170035,Doe,1
2021-07-15,170035,First Doe,5
2021-07-15,170035,Second Doe,1
2021-07-15,170040,First Doe,6
2021-07-15,170040,Second Doe,2
2021-07-15,170070,Doe,8
2021-07-15,170070,First Doe,5
2021-07-15,170070,Second Doe,79
2021-07-15,170100,Doe,69
2021-07-15,170100,First Doe,14
2021-07-15,170100,Second Doe,15
2021-07-15,170105,First Doe,18
2021-07-15,170105,Second Doe,8
2021-07-15,170110,Doe,28
2021-07-15,170110,First Doe,53
2021-07-15,170110,Second Doe,1
2021-07-15,170130,Doe,4
2021-07-15,170130,First Doe,25
2021-07-15,170130,Second Doe,3
2021-07-15,170190,Doe,2
2021-07-15,170190,First Doe,39
2021-07-15,170190,Second Doe,59
2021-07-15,170200,First Doe,7
2021-07-15,170200,Second Doe,2
2021-07-15,170210,Doe,6
2021-07-15,170210,Doe Adicional,1
2021-07-15,170210,First Doe,1322
2021-07-15,170210,First Doe,7
2021-07-15,170210,Second Doe,282
2021-07-15,170215,Doe,1
2021-07-15,170215,First Doe,13
2021-07-15,170215,Second Doe,3
2021-07-15,170220,Doe,112
2021-07-15,170220,First Doe,14
2021-07-15,170220,Second Doe,1
2021-07-15,170230,First Doe,32
2021-07-15,170230,Second Doe,5
2021-07-15,170240,Doe,3
2021-07-15,170240,First Doe,6
2021-07-15,170240,Second Doe,113
2021-07-15,170255,Doe,14
2021-07-15,170255,First Doe,36
2021-07-15,170255,Second Doe,48
2021-07-15,170270,First Doe,1
2021-07-15,170290,Doe,3
2021-07-15,170290,First Doe,37
2021-07-15,170290,Second Doe,23
2021-07-15,170300,First Doe,22
2021-07-15,170300,Second Doe,7
2021-07-15,170305,First Doe,2
2021-07-15,170305,Second Doe,1
2021-07-15,170307,Doe,40
2021-07-15,170307,First Doe,30
2021-07-15,170320,Doe,5
2021-07-15,170320,First Doe,16
2021-07-15,170330,First Doe,7
2021-07-15,170330,Second Doe,2
2021-07-15,170360,First Doe,8
2021-07-15,170360,Second Doe,1
2021-07-15,170370,First Doe,7
2021-07-15,170370,Second Doe,44
2021-07-15,170380,First Doe,92
2021-07-15,170380,Second Doe,3
2021-07-15,170382,First Doe,14
2021-07-15,170384,First Doe,11
2021-07-15,170384,Second Doe,3
2021-07-15,170386,Doe,4
2021-07-15,170386,First Doe,31
2021-07-15,170386,Second Doe,8
2021-07-15,170388,First Doe,7
2021-07-15,170389,First Doe,2
2021-07-15,170390,Doe,10
2021-07-15,170390,First Doe,1
2021-07-15,170390,Second Doe,4
2021-07-15,170410,First Doe,3
2021-07-15,170460,Doe,12
2021-07-15,170460,First Doe,10
2021-07-15,170460,Second Doe,3
2021-07-15,170510,First Doe,32
2021-07-15,170510,Second Doe,1
2021-07-15,170550,Doe,8
2021-07-15,170550,First Doe,30
2021-07-15,170550,First Doe,1
2021-07-15,170550,Second Doe,95
2021-07-15,170555,First Doe,1
2021-07-15,170560,Doe,1
2021-07-15,170560,First Doe,3
2021-07-15,170560,Second Doe,6
2021-07-15,170600,Doe,16
2021-07-15,170600,First Doe,4
2021-07-15,170600,Second Doe,18
2021-07-15,170610,First Doe,1
2021-07-15,170610,Second Doe,15
2021-07-15,170625,First Doe,4
2021-07-15,170625,Second Doe,8
2021-07-15,170650,First Doe,38
2021-07-15,170650,Second Doe,3
2021-07-15,170700,Doe,15
2021-07-15,170700,First Doe,23
2021-07-15,170700,Second Doe,108
2021-07-15,170710,Doe,2
2021-07-15,170710,First Doe,36
2021-07-15,170710,Second Doe,4
2021-07-15,170720,Doe,2
2021-07-15,170720,First Doe,4
2021-07-15,170720,Second Doe,18
2021-07-15,170730,Doe,1
2021-07-15,170730,First Doe,2
2021-07-15,170730,Second Doe,4
2021-07-15,170740,First Doe,42
2021-07-15,170740,Second Doe,44
2021-07-15,170755,First Doe,1
2021-07-15,170755,Second Doe,7
2021-07-15,170765,Doe,2
2021-07-15,170765,First Doe,1
2021-07-15,170770,Doe,1
2021-07-15,170770,First Doe,5
2021-07-15,170770,Second Doe,22
2021-07-15,170820,Doe,9
2021-07-15,170820,First Doe,25
2021-07-15,170820,Second Doe,21
2021-07-15,170825,Doe,4
2021-07-15,170825,First Doe,12
2021-07-15,170825,Second Doe,2
2021-07-15,170900,Doe,1
2021-07-15,170900,First Doe,123
2021-07-15,170900,Second Doe,10
2021-07-15,170930,Doe,235
2021-07-15,170930,First Doe,427
2021-07-15,170930,Second Doe,19
2021-07-15,170950,Doe,9
2021-07-15,170950,First Doe,33
2021-07-15,170950,Second Doe,209
2021-07-15,170980,First Doe,2
2021-07-15,171050,First Doe,20
2021-07-15,171070,First Doe,99
2021-07-15,171090,Doe,1
2021-07-15,171090,First Doe,4
2021-07-15,171090,Second Doe,11
2021-07-15,171110,Doe,1
2021-07-15,171110,First Doe,1
2021-07-15,171150,Doe,3
2021-07-15,171150,First Doe,36
2021-07-15,171150,Second Doe,14
2021-07-15,171180,Doe,1
2021-07-15,171190,Doe,1
2021-07-15,171190,First Doe,3
2021-07-15,171190,Second Doe,8
2021-07-15,171195,First Doe,12
2021-07-15,171200,First Doe,9
2021-07-15,171200,Second Doe,4
2021-07-15,171240,Doe,2
2021-07-15,171240,First Doe,5
2021-07-15,171240,Second Doe,1
2021-07-15,171245,Doe,1
2021-07-15,171245,First Doe,2
2021-07-15,171250,Doe,2
2021-07-15,171250,First Doe,14
2021-07-15,171250,Second Doe,2
2021-07-15,171270,First Doe,4
2021-07-15,171270,Second Doe,7
2021-07-15,171280,Doe,6
2021-07-15,171280,First Doe,18
2021-07-15,171320,Doe,6
2021-07-15,171320,First Doe,21
2021-07-15,171320,Second Doe,21
2021-07-15,171330,First Doe,5
2021-07-15,171330,Second Doe,9
2021-07-15,171360,First Doe,33
2021-07-15,171360,Second Doe,2
2021-07-15,171370,First Doe,17
2021-07-15,171370,Second Doe,1
2021-07-15,171380,Doe,18
2021-07-15,171380,First Doe,16
2021-07-15,171380,Second Doe,3
2021-07-15,171395,First Doe,26
2021-07-15,171395,Second Doe,3
2021-07-15,171420,Doe,2
2021-07-15,171420,First Doe,169
2021-07-15,171420,Second Doe,1
2021-07-15,171430,First Doe,3
2021-07-15,171430,Second Doe,1
2021-07-15,171488,First Doe,115
2021-07-15,171488,Second Doe,4
2021-07-15,171500,First Doe,9
2021-07-15,171510,Doe,1
2021-07-15,171510,First Doe,1
2021-07-15,171525,Second Doe,1
2021-07-15,171550,First Doe,10
2021-07-15,171570,Doe,1
2021-07-15,171570,First Doe,8
2021-07-15,171570,Second Doe,1
2021-07-15,171575,Doe,7
2021-07-15,171575,First Doe,3
2021-07-15,171575,Second Doe,35
2021-07-15,171610,Doe,5
2021-07-15,171610,First Doe,349
2021-07-15,171610,Second Doe,39
2021-07-15,171620,Doe,62
2021-07-15,171620,First Doe,95
2021-07-15,171620,Second Doe,3
2021-07-15,171630,First Doe,5
2021-07-15,171630,Second Doe,4
2021-07-15,171650,Doe,6
2021-07-15,171650,First Doe,16
2021-07-15,171650,Second Doe,3
2021-07-15,171660,Doe,32
2021-07-15,171660,First Doe,15
2021-07-15,171660,Second Doe,61
2021-07-15,171665,Doe,1
2021-07-15,171665,First Doe,1
2021-07-15,171665,Second Doe,18
2021-07-15,171670,Doe,2
2021-07-15,171670,First Doe,7
2021-07-15,171670,Second Doe,3
2021-07-15,171700,Doe,3
2021-07-15,171700,First Doe,13
2021-07-15,171700,Second Doe,2
2021-07-15,171720,First Doe,10
2021-07-15,171720,Second Doe,1
2021-07-15,171750,Doe,1
2021-07-15,171750,First Doe,2
2021-07-15,171780,First Doe,3
2021-07-15,171780,Second Doe,1
2021-07-15,171790,First Doe,5
2021-07-15,171790,Second Doe,10
2021-07-15,171820,Doe,3
2021-07-15,171820,First Doe,468
2021-07-15,171820,Second Doe,74
2021-07-15,171830,Doe,42
2021-07-15,171830,First Doe,58
2021-07-15,171830,Second Doe,1
2021-07-15,171840,First Doe,18
2021-07-15,171840,Second Doe,2
2021-07-15,171845,First Doe,2
2021-07-15,171845,Second Doe,17
2021-07-15,171850,Doe,2
2021-07-15,171850,First Doe,41
2021-07-15,171855,Doe,1
2021-07-15,171855,First Doe,13
2021-07-15,171855,Second Doe,8
2021-07-15,171865,Doe,1
2021-07-15,171865,First Doe,2
2021-07-15,171870,First Doe,5
2021-07-15,171870,Second Doe,2
2021-07-15,171875,Doe,10
2021-07-15,171875,First Doe,34
2021-07-15,171875,Second Doe,1
2021-07-15,171880,First Doe,9
2021-07-15,171880,Second Doe,9
2021-07-15,171884,Doe,4
2021-07-15,171884,First Doe,91
2021-07-15,171886,First Doe,11
2021-07-15,171888,First Doe,10
2021-07-15,171889,First Doe,1
2021-07-15,171889,Second Doe,1
2021-07-15,171890,Doe,1
2021-07-15,171890,First Doe,20
2021-07-15,171890,Second Doe,14
2021-07-15,171900,First Doe,13
2021-07-15,171900,Second Doe,6
2021-07-15,172000,First Doe,7
2021-07-15,172000,Second Doe,26
2021-07-15,172010,Doe,4
2021-07-15,172010,First Doe,8
2021-07-15,172010,Second Doe,2
2021-07-15,172020,Doe,1
2021-07-15,172020,First Doe,33
2021-07-15,172020,Second Doe,6
2021-07-15,172025,Doe,2
2021-07-15,172025,First Doe,4
2021-07-15,172025,Second Doe,5
2021-07-15,172030,Doe,11
2021-07-15,172030,First Doe,10
2021-07-15,172030,Second Doe,1
2021-07-15,172049,Doe,1
2021-07-15,172049,First Doe,1
2021-07-15,172065,First Doe,187
2021-07-15,172065,Second Doe,11
2021-07-15,172080,Doe,2
2021-07-15,172080,First Doe,5
2021-07-15,172080,Second Doe,1
2021-07-15,172085,Second Doe,1
2021-07-15,172090,First Doe,111
2021-07-15,172090,Second Doe,12
2021-07-15,172093,First Doe,1
2021-07-15,172097,Doe,3
2021-07-15,172097,First Doe,3
2021-07-15,172097,Second Doe,2
2021-07-15,172100,Doe,31
2021-07-15,172100,First Doe,729
2021-07-15,172100,First Doe,1
2021-07-15,172100,Second Doe,211
2021-07-15,172110,First Doe,15
2021-07-15,172110,Second Doe,6
2021-07-15,172120,Doe,232
2021-07-15,172120,First Doe,108
2021-07-15,172120,Second Doe,35
2021-07-15,172125,First Doe,11
2021-07-15,172125,Second Doe,1
2021-07-15,172130,Doe,4
2021-07-15,172130,First Doe,1
2021-07-15,172208,First Doe,15
2021-07-15,172210,Doe,2
2021-07-15,172210,First Doe,19
2021-07-15,210005,Doe,4
2021-07-15,210005,First Doe,1
2021-07-15,210050,Doe,2
2021-07-15,210050,First Doe,2
2021-07-15,210120,First Doe,2
2021-07-15,210140,First Doe,7
2021-07-15,210210,First Doe,1
2021-07-15,210232,Doe,1
2021-07-15,210232,First Doe,1
2021-07-15,210280,Doe,1
2021-07-15,210280,First Doe,2
2021-07-15,210280,Second Doe,3
2021-07-15,210300,First Doe,3
2021-07-15,210400,First Doe,1
2021-07-15,210400,Second Doe,1
2021-07-15,210405,Doe,1
2021-07-15,210405,First Doe,7
2021-07-15,210405,Second Doe,3
2021-07-15,210407,First Doe,3
2021-07-15,210410,Second Doe,1
2021-07-15,210455,First Doe,2
2021-07-15,210480,First Doe,3
2021-07-15,210520,Second Doe,1
2021-07-15,210530,Doe,2
2021-07-15,210530,First Doe,31
2021-07-15,210530,Second Doe,3
2021-07-15,210542,Second Doe,1
2021-07-15,210545,First Doe,1
2021-07-15,210550,First Doe,1
2021-07-15,210550,Second Doe,1
2021-07-15,210770,Doe,1
2021-07-15,210900,Doe,2
2021-07-15,210900,First Doe,1
2021-07-15,210950,First Doe,4
2021-07-15,210955,Doe,1
2021-07-15,210990,First Doe,1
2021-07-15,211070,Second Doe,1
2021-07-15,211110,Second Doe,1
2021-07-15,211120,First Doe,1
2021-07-15,211130,First Doe,2
2021-07-15,211150,Doe,1
2021-07-15,211160,First Doe,1
2021-07-15,211160,Second Doe,1
2021-07-15,211176,First Doe,1
2021-07-15,211220,First Doe,1
2021-07-15,211230,First Doe,2
2021-07-15,220310,First Doe,1
2021-07-15,220390,First Doe,3
2021-07-15,220440,First Doe,1
2021-07-15,220570,First Doe,1
2021-07-15,220660,First Doe,1
2021-07-15,220820,First Doe,1
2021-07-15,220920,Doe,1
2021-07-15,220920,First Doe,1
2021-07-15,220920,Second Doe,1
2021-07-15,221100,Doe,1
2021-07-15,221100,First Doe,2
2021-07-15,230160,First Doe,2
2021-07-15,230240,First Doe,1
2021-07-15,230270,First Doe,1
2021-07-15,230320,First Doe,1
2021-07-15,230370,First Doe,1
2021-07-15,230410,First Doe,1
2021-07-15,230440,First Doe,1
2021-07-15,230523,First Doe,1
2021-07-15,230730,First Doe,4
2021-07-15,230790,First Doe,1
2021-07-15,231310,Doe,1
2021-07-15,231400,First Doe,1
2021-07-15,240310,First Doe,1
2021-07-15,240730,Doe,2
2021-07-15,240730,First Doe,1
2021-07-15,240800,Second Doe,1
2021-07-15,240810,First Doe,1
2021-07-15,250500,First Doe,1
2021-07-15,251280,First Doe,1
2021-07-15,251620,Second Doe,1
2021-07-15,260110,First Doe,2
2021-07-15,260120,First Doe,1
2021-07-15,260350,First Doe,1
2021-07-15,260410,Doe,1
2021-07-15,261160,First Doe,2
2021-07-15,261220,First Doe,1
2021-07-15,261485,First Doe,1
2021-07-15,270430,Doe,1
2021-07-15,270430,First Doe,2
2021-07-15,270430,Second Doe,2
2021-07-15,290320,First Doe,3
2021-07-15,290730,First Doe,1
2021-07-15,291470,Second Doe,1
2021-07-15,291480,First Doe,1
2021-07-15,291950,First Doe,2
2021-07-15,291955,Doe,1
2021-07-15,291955,First Doe,9
2021-07-15,291955,Second Doe,2
2021-07-15,292525,First Doe,1
2021-07-15,292530,First Doe,1
2021-07-15,292740,First Doe,1
2021-07-15,310350,Doe,1
2021-07-15,310350,First Doe,1
2021-07-15,310620,Doe,1
2021-07-15,310790,Doe,1
2021-07-15,311860,First Doe,1
2021-07-15,312420,Doe,1
2021-07-15,312440,First Doe,3
2021-07-15,312700,First Doe,1
2021-07-15,313070,Doe,2
2021-07-15,313420,First Doe,1
2021-07-15,313670,First Doe,1
2021-07-15,313720,Second Doe,1
2021-07-15,314700,Doe,1
2021-07-15,314700,First Doe,1
2021-07-15,314810,Second Doe,1
2021-07-15,315980,Second Doe,1
2021-07-15,316257,First Doe,1
2021-07-15,316960,Second Doe,1
2021-07-15,317010,Doe,1
2021-07-15,317020,Doe,1
2021-07-15,317020,First Doe,4
2021-07-15,317020,Second Doe,1
2021-07-15,317120,Doe,1
2021-07-15,320210,Second Doe,1
2021-07-15,320500,First Doe,1
2021-07-15,320530,Second Doe,2
2021-07-15,330020,First Doe,1
2021-07-15,330455,Doe,1
2021-07-15,330455,First Doe,2
2021-07-15,330455,Second Doe,2
2021-07-15,330490,Second Doe,1
2021-07-15,350160,First Doe,1
2021-07-15,350320,First Doe,1
2021-07-15,350370,First Doe,1
2021-07-15,350550,First Doe,1
2021-07-15,350635,First Doe,1
2021-07-15,350710,First Doe,1
2021-07-15,350750,First Doe,1
2021-07-15,350960,First Doe,1
2021-07-15,351190,First Doe,3
2021-07-15,351620,First Doe,2
2021-07-15,351630,First Doe,1
2021-07-15,351880,Doe,1
2021-07-15,351880,First Doe,1
2021-07-15,352180,First Doe,1
2021-07-15,352230,First Doe,1
2021-07-15,352310,Second Doe,1
2021-07-15,352390,First Doe,1
2021-07-15,352590,First Doe,3
2021-07-15,352680,First Doe,1
2021-07-15,352690,First Doe,1
2021-07-15,352900,First Doe,1
2021-07-15,353060,First Doe,1
2021-07-15,353350,First Doe,1
2021-07-15,353600,First Doe,1
2021-07-15,353950,Doe,1
2021-07-15,354190,First Doe,1
2021-07-15,354380,First Doe,4
2021-07-15,354870,First Doe,1
2021-07-15,354890,Second Doe,1
2021-07-15,354980,First Doe,2
2021-07-15,354980,Second Doe,1
2021-07-15,354990,Second Doe,1
2021-07-15,355030,Doe,1
2021-07-15,355030,First Doe,5
2021-07-15,355030,Second Doe,2
2021-07-15,355430,Doe,1
2021-07-15,355620,Second Doe,1
2021-07-15,355700,First Doe,1
2021-07-15,410020,Doe,1
2021-07-15,410200,Doe,1
2021-07-15,410390,First Doe,1
2021-07-15,410395,First Doe,1
2021-07-15,410480,First Doe,1
2021-07-15,410690,First Doe,3
2021-07-15,410690,Second Doe,2
2021-07-15,410790,First Doe,2
2021-07-15,410855,First Doe,1
2021-07-15,411400,Doe,1
2021-07-15,411460,First Doe,1
2021-07-15,411720,First Doe,1
2021-07-15,411740,Second Doe,1
2021-07-15,411840,Second Doe,1
2021-07-15,411850,First Doe,1
2021-07-15,411950,First Doe,1
2021-07-15,411990,Doe,1
2021-07-15,412065,First Doe,1
2021-07-15,412410,Doe,1
2021-07-15,412770,First Doe,3
2021-07-15,420320,First Doe,1
2021-07-15,420410,First Doe,1
2021-07-15,420420,Doe,1
2021-07-15,420460,Second Doe,1
2021-07-15,420530,First Doe,1
2021-07-15,420540,First Doe,2
2021-07-15,420890,First Doe,1
2021-07-15,420910,First Doe,1
2021-07-15,420910,Second Doe,1
2021-07-15,430470,First Doe,1
2021-07-15,430610,First Doe,1
2021-07-15,430960,Second Doe,1
2021-07-15,431040,Second Doe,1
2021-07-15,431440,Doe,1
2021-07-15,431750,First Doe,1
2021-07-15,432210,First Doe,1
2021-07-15,432255,Second Doe,1
2021-07-15,432340,First Doe,1
2021-07-15,500100,First Doe,1
2021-07-15,500270,First Doe,2
2021-07-15,500270,Second Doe,1
2021-07-15,500370,First Doe,1
2021-07-15,500540,Doe,1
2021-07-15,500630,First Doe,1
2021-07-15,500660,First Doe,2
2021-07-15,510030,Second Doe,1
2021-07-15,510060,First Doe,1
2021-07-15,510100,Doe,1
2021-07-15,510180,First Doe,1
2021-07-15,510267,First Doe,1
2021-07-15,510335,Doe,1
2021-07-15,510335,First Doe,2
