Date,IBGE6,Type,N
2021-01-17,170035,First Doe,1
2021-01-17,172100,First Doe,1
2021-01-18,170610,First Doe,2
2021-01-18,171190,First Doe,1
2021-01-18,171320,First Doe,1
2021-01-18,171750,First Doe,1
2021-01-18,172100,First Doe,3
2021-01-18,172110,First Doe,1
2021-01-18,172120,First Doe,1
2021-01-19,170190,First Doe,1
2021-01-19,170300,First Doe,1
2021-01-19,170320,First Doe,1
2021-01-19,170950,First Doe,3
2021-01-19,172100,First Doe,1
2021-01-20,170100,First Doe,1
2021-01-20,170110,First Doe,2
2021-01-20,170130,First Doe,21
2021-01-20,170210,First Doe,7
2021-01-20,170305,First Doe,2
2021-01-20,170360,First Doe,5
2021-01-20,170550,First Doe,4
2021-01-20,170560,First Doe,1
2021-01-20,170560,Second Doe,1
2021-01-20,170930,First Doe,3
2021-01-20,170950,First Doe,2
2021-01-20,171320,First Doe,1
2021-01-20,171330,First Doe,1
2021-01-20,171610,First Doe,2
2021-01-20,171650,First Doe,6
2021-01-20,171780,First Doe,1
2021-01-20,171820,First Doe,1
2021-01-20,171830,First Doe,1
2021-01-20,171890,First Doe,2
2021-01-20,172080,First Doe,2
2021-01-20,172100,First Doe,53
2021-01-20,172110,First Doe,2
2021-01-20,520970,First Doe,1
2021-01-21,140010,First Doe,1
2021-01-21,150080,First Doe,1
2021-01-21,150140,First Doe,1
2021-01-21,150420,First Doe,2
2021-01-21,150616,First Doe,1
2021-01-21,150810,First Doe,1
2021-01-21,160030,First Doe,1
2021-01-21,170025,First Doe,5
2021-01-21,170070,First Doe,1
2021-01-21,170100,First Doe,15
2021-01-21,170110,First Doe,10
2021-01-21,170130,First Doe,6
2021-01-21,170190,First Doe,3
2021-01-21,170210,First Doe,130
2021-01-21,170215,First Doe,18
2021-01-21,170220,First Doe,1
2021-01-21,170310,First Doe,7
2021-01-21,170330,First Doe,1
2021-01-21,170360,First Doe,6
2021-01-21,170386,First Doe,3
2021-01-21,170388,First Doe,7
2021-01-21,170550,First Doe,3
2021-01-21,170560,First Doe,2
2021-01-21,170610,First Doe,17
2021-01-21,170625,First Doe,8
2021-01-21,170700,First Doe,5
2021-01-21,170720,First Doe,21
2021-01-21,170730,First Doe,9
2021-01-21,170755,First Doe,1
2021-01-21,170770,First Doe,3
2021-01-21,170820,First Doe,6
2021-01-21,170930,First Doe,1
2021-01-21,170950,First Doe,9
2021-01-21,171070,First Doe,12
2021-01-21,171150,First Doe,1
2021-01-21,171180,First Doe,4
2021-01-21,171190,First Doe,1
2021-01-21,171195,First Doe,7
2021-01-21,171200,First Doe,14
2021-01-21,171330,First Doe,1
2021-01-21,171380,First Doe,6
2021-01-21,171395,First Doe,2
2021-01-21,171420,First Doe,1
2021-01-21,171430,First Doe,1
2021-01-21,171488,First Doe,13
2021-01-21,171500,First Doe,6
2021-01-21,171510,First Doe,7
2021-01-21,171525,First Doe,1
2021-01-21,171610,First Doe,4
2021-01-21,171630,First Doe,6
2021-01-21,171650,First Doe,10
2021-01-21,171660,First Doe,1
2021-01-21,171670,First Doe,1
2021-01-21,171700,First Doe,3
2021-01-21,171750,First Doe,2
2021-01-21,171780,First Doe,13
2021-01-21,171820,First Doe,15
2021-01-21,171845,First Doe,2
2021-01-21,171865,First Doe,9
2021-01-21,171870,First Doe,1
2021-01-21,171875,First Doe,2
2021-01-21,171886,First Doe,1
2021-01-21,171889,First Doe,1
2021-01-21,171890,First Doe,2
2021-01-21,171900,First Doe,10
2021-01-21,172000,First Doe,13
2021-01-21,172010,First Doe,1
2021-01-21,172080,First Doe,10
2021-01-21,172090,First Doe,4
2021-01-21,172100,First Doe,134
2021-01-21,172110,First Doe,3
2021-01-21,172120,First Doe,2
2021-01-21,172125,First Doe,3
2021-01-21,172130,First Doe,13
2021-01-21,172210,First Doe,5
2021-01-21,210140,First Doe,1
2021-01-21,210255,First Doe,1
2021-01-21,210280,First Doe,1
2021-01-21,210375,First Doe,1
2021-01-21,210405,First Doe,1
2021-01-21,210455,First Doe,1
2021-01-21,210530,First Doe,2
2021-01-21,210900,First Doe,1
2021-01-21,221100,First Doe,1
2021-01-21,310510,First Doe,1
2021-01-21,311830,First Doe,1
2021-01-21,330455,First Doe,1
2021-01-21,351550,First Doe,1
2021-01-21,410360,First Doe,1
2021-01-21,420930,First Doe,1
2021-01-21,431490,First Doe,1
2021-01-21,500720,First Doe,1
2021-01-21,510460,First Doe,1
2021-01-21,520110,First Doe,1
2021-01-21,520870,First Doe,4
2021-01-21,520970,First Doe,1
2021-01-21,521308,First Doe,1
2021-01-21,522190,First Doe,1
2021-01-21,530010,First Doe,4
2021-01-22,130230,First Doe,1
2021-01-22,150034,First Doe,1
2021-01-22,150270,First Doe,3
2021-01-22,150380,First Doe,1
2021-01-22,150497,First Doe,1
2021-01-22,150506,First Doe,1
2021-01-22,150549,First Doe,1
2021-01-22,150553,First Doe,1
2021-01-22,150616,First Doe,1
2021-01-22,150730,First Doe,2
2021-01-22,150815,First Doe,1
2021-01-22,150840,First Doe,1
2021-01-22,160030,First Doe,1
2021-01-22,170025,First Doe,2
2021-01-22,170035,First Doe,16
2021-01-22,170040,First Doe,36
2021-01-22,170070,First Doe,3
2021-01-22,170100,First Doe,13
2021-01-22,170105,First Doe,2
2021-01-22,170130,First Doe,2
2021-01-22,170190,First Doe,31
2021-01-22,170200,First Doe,2
2021-01-22,170210,First Doe,220
2021-01-22,170215,First Doe,4
2021-01-22,170220,First Doe,37
2021-01-22,170230,First Doe,2
2021-01-22,170240,First Doe,29
2021-01-22,170255,First Doe,5
2021-01-22,170270,First Doe,12
2021-01-22,170290,First Doe,27
2021-01-22,170300,First Doe,1
2021-01-22,170305,First Doe,7
2021-01-22,170307,First Doe,4
2021-01-22,170310,First Doe,4
2021-01-22,170320,First Doe,9
2021-01-22,170330,First Doe,6
2021-01-22,170360,First Doe,6
2021-01-22,170370,First Doe,3
2021-01-22,170380,First Doe,1
2021-01-22,170382,First Doe,10
2021-01-22,170386,First Doe,12
2021-01-22,170388,First Doe,3
2021-01-22,170389,First Doe,17
2021-01-22,170390,First Doe,3
2021-01-22,170460,First Doe,5
2021-01-22,170510,First Doe,6
2021-01-22,170550,First Doe,6
2021-01-22,170555,First Doe,3
2021-01-22,170560,First Doe,13
2021-01-22,170560,Second Doe,1
2021-01-22,170600,First Doe,5
2021-01-22,170610,First Doe,39
2021-01-22,170625,First Doe,3
2021-01-22,170650,First Doe,10
2021-01-22,170700,First Doe,72
2021-01-22,170720,First Doe,3
2021-01-22,170730,First Doe,15
2021-01-22,170755,First Doe,3
2021-01-22,170765,First Doe,14
2021-01-22,170770,First Doe,16
2021-01-22,170820,First Doe,70
2021-01-22,170825,First Doe,8
2021-01-22,170830,First Doe,10
2021-01-22,170900,First Doe,41
2021-01-22,170930,First Doe,13
2021-01-22,170950,First Doe,162
2021-01-22,170950,Second Doe,7
2021-01-22,170980,First Doe,1
2021-01-22,171050,First Doe,4
2021-01-22,171070,First Doe,5
2021-01-22,171090,First Doe,3
2021-01-22,171110,First Doe,3
2021-01-22,171150,First Doe,2
2021-01-22,171190,First Doe,4
2021-01-22,171195,First Doe,2
2021-01-22,171200,First Doe,1
2021-01-22,171215,First Doe,2
2021-01-22,171245,First Doe,2
2021-01-22,171250,First Doe,12
2021-01-22,171270,First Doe,1
2021-01-22,171320,First Doe,18
2021-01-22,171320,Second Doe,1
2021-01-22,171330,First Doe,1
2021-01-22,171360,First Doe,5
2021-01-22,171380,First Doe,4
2021-01-22,171395,First Doe,6
2021-01-22,171420,First Doe,20
2021-01-22,171430,First Doe,2
2021-01-22,171488,First Doe,42
2021-01-22,171500,First Doe,8
2021-01-22,171510,First Doe,8
2021-01-22,171550,First Doe,2
2021-01-22,171570,First Doe,1
2021-01-22,171610,First Doe,9
2021-01-22,171650,First Doe,15
2021-01-22,171660,First Doe,5
2021-01-22,171660,Second Doe,1
2021-01-22,171665,First Doe,21
2021-01-22,171670,First Doe,14
2021-01-22,171700,First Doe,1
2021-01-22,171750,First Doe,15
2021-01-22,171780,First Doe,2
2021-01-22,171790,First Doe,4
2021-01-22,171800,First Doe,12
2021-01-22,171820,First Doe,105
2021-01-22,171830,First Doe,12
2021-01-22,171850,First Doe,11
2021-01-22,171855,First Doe,1
2021-01-22,171865,First Doe,2
2021-01-22,171880,First Doe,20
2021-01-22,171884,First Doe,14
2021-01-22,171886,First Doe,52
2021-01-22,171889,First Doe,6
2021-01-22,171890,First Doe,8
2021-01-22,171900,First Doe,1
2021-01-22,172020,First Doe,18
2021-01-22,172030,First Doe,13
2021-01-22,172065,First Doe,2
2021-01-22,172080,First Doe,2
2021-01-22,172090,First Doe,46
2021-01-22,172093,First Doe,11
2021-01-22,172097,First Doe,5
2021-01-22,172100,First Doe,110
2021-01-22,172110,First Doe,100
2021-01-22,172110,Second Doe,2
2021-01-22,172120,First Doe,36
2021-01-22,172120,Second Doe,1
2021-01-22,172125,First Doe,4
2021-01-22,172208,First Doe,1
2021-01-22,172210,First Doe,13
2021-01-22,210140,First Doe,1
2021-01-22,210235,First Doe,1
2021-01-22,210280,First Doe,1
2021-01-22,210405,First Doe,3
2021-01-22,210530,First Doe,24
2021-01-22,210542,First Doe,1
2021-01-22,210900,First Doe,2
2021-01-22,210990,First Doe,1
2021-01-22,211085,First Doe,1
2021-01-22,211120,First Doe,1
2021-01-22,211130,First Doe,1
2021-01-22,220380,First Doe,1
2021-01-22,241020,First Doe,1
2021-01-22,250990,First Doe,1
2021-01-22,290420,First Doe,1
2021-01-22,290710,First Doe,1
2021-01-22,290810,First Doe,1
2021-01-22,291080,First Doe,1
2021-01-22,291955,First Doe,1
2021-01-22,292740,First Doe,1
2021-01-22,293330,First Doe,1
2021-01-22,310620,First Doe,1
2021-01-22,312910,First Doe,1
2021-01-22,315120,First Doe,1
2021-01-22,330170,First Doe,1
2021-01-22,330455,First Doe,1
2021-01-22,350400,First Doe,1
2021-01-22,351740,First Doe,1
2021-01-22,353070,First Doe,1
2021-01-22,355030,First Doe,3
2021-01-22,355430,First Doe,1
2021-01-22,410830,First Doe,1
2021-01-22,420540,First Doe,1
2021-01-22,421820,First Doe,1
2021-01-22,431890,First Doe,1
2021-01-22,500370,First Doe,1
2021-01-22,510340,First Doe,1
2021-01-22,510622,First Doe,1
2021-01-22,510779,First Doe,1
2021-01-22,520010,First Doe,1
2021-01-22,520025,First Doe,1
2021-01-22,520110,First Doe,2
2021-01-22,520140,First Doe,2
2021-01-22,520170,First Doe,1
2021-01-22,520260,First Doe,1
2021-01-22,520450,First Doe,1
2021-01-22,520490,First Doe,6
2021-01-22,520540,First Doe,1
2021-01-22,520640,First Doe,1
2021-01-22,520790,First Doe,1
2021-01-22,520800,First Doe,1
2021-01-22,520870,First Doe,13
2021-01-22,520910,First Doe,1
2021-01-22,521010,First Doe,1
2021-01-22,521020,First Doe,1
2021-01-22,521100,First Doe,1
2021-01-22,521150,First Doe,1
2021-01-22,521308,First Doe,1
2021-01-22,521800,First Doe,4
2021-01-22,521850,First Doe,1
2021-01-22,522045,First Doe,1
2021-01-22,522140,First Doe,2
2021-01-22,522160,First Doe,1
2021-01-22,522220,First Doe,1
2021-01-22,530010,First Doe,1
2021-01-23,150140,First Doe,1
2021-01-23,150304,First Doe,1
2021-01-23,150420,First Doe,1
2021-01-23,150563,First Doe,1
2021-01-23,150613,First Doe,1
2021-01-23,150670,First Doe,1
2021-01-23,150680,First Doe,1
2021-01-23,170030,First Doe,1
2021-01-23,170035,First Doe,4
2021-01-23,170200,First Doe,1
2021-01-23,170210,First Doe,98
2021-01-23,170255,First Doe,2
2021-01-23,170300,First Doe,2
2021-01-23,170360,First Doe,2
2021-01-23,170370,First Doe,2
2021-01-23,170382,First Doe,1
2021-01-23,170390,First Doe,6
2021-01-23,170510,First Doe,1
2021-01-23,170710,First Doe,5
2021-01-23,170720,First Doe,2
2021-01-23,170730,First Doe,1
2021-01-23,170765,First Doe,1
2021-01-23,170770,First Doe,1
2021-01-23,170820,First Doe,2
2021-01-23,170930,First Doe,2
2021-01-23,170950,First Doe,52
2021-01-23,170980,First Doe,3
2021-01-23,171090,First Doe,2
2021-01-23,171190,First Doe,1
2021-01-23,171240,First Doe,6
2021-01-23,171250,First Doe,1
2021-01-23,171330,First Doe,1
2021-01-23,171380,First Doe,2
2021-01-23,171395,First Doe,1
2021-01-23,171420,First Doe,1
2021-01-23,171430,First Doe,1
2021-01-23,171500,First Doe,5
2021-01-23,171510,First Doe,1
2021-01-23,171550,First Doe,1
2021-01-23,171575,First Doe,1
2021-01-23,171610,First Doe,132
2021-01-23,171630,First Doe,1
2021-01-23,171700,First Doe,2
2021-01-23,171750,First Doe,1
2021-01-23,171790,First Doe,2
2021-01-23,171820,First Doe,54
2021-01-23,171845,First Doe,2
2021-01-23,171884,First Doe,1
2021-01-23,172049,First Doe,1
2021-01-23,172065,First Doe,1
2021-01-23,172100,First Doe,21
2021-01-23,172110,First Doe,1
2021-01-23,172208,First Doe,2
2021-01-23,210050,First Doe,1
2021-01-23,210280,First Doe,1
2021-01-23,210330,First Doe,1
2021-01-23,210405,First Doe,1
2021-01-23,210407,First Doe,1
2021-01-23,210462,First Doe,1
2021-01-23,210530,First Doe,4
2021-01-23,210598,First Doe,1
2021-01-23,210900,First Doe,1
2021-01-23,210975,First Doe,1
2021-01-23,211130,First Doe,1
2021-01-23,211157,First Doe,1
2021-01-23,220190,First Doe,1
2021-01-23,220290,First Doe,1
2021-01-23,220320,First Doe,1
2021-01-23,220390,First Doe,1
2021-01-23,350920,First Doe,1
2021-01-23,355030,First Doe,1
2021-01-23,411585,First Doe,1
2021-01-23,421050,First Doe,1
2021-01-23,510335,First Doe,1
2021-01-23,520110,First Doe,1
2021-01-23,520140,First Doe,1
2021-01-23,520330,First Doe,1
2021-01-23,520870,First Doe,3
2021-01-23,521800,First Doe,1
2021-01-23,522045,First Doe,1
2021-01-23,522160,First Doe,1
2021-01-23,530010,First Doe,3
2021-01-24,170200,First Doe,1
2021-01-24,170950,First Doe,3
2021-01-24,171610,First Doe,1
2021-01-24,171620,First Doe,28
2021-01-24,171650,First Doe,1
2021-01-24,171890,Second Doe,1
2021-01-24,172025,First Doe,1
2021-01-24,172100,First Doe,3
2021-01-24,172120,First Doe,1
2021-01-24,520140,First Doe,1
2021-01-24,520870,First Doe,2
2021-01-25,120040,First Doe,1
2021-01-25,150420,First Doe,1
2021-01-25,150543,First Doe,1
2021-01-25,150550,First Doe,1
2021-01-25,150613,First Doe,1
2021-01-25,150618,First Doe,1
2021-01-25,150670,First Doe,1
2021-01-25,150745,First Doe,1
2021-01-25,170025,First Doe,5
2021-01-25,170030,First Doe,12
2021-01-25,170040,First Doe,1
2021-01-25,170100,First Doe,7
2021-01-25,170105,First Doe,11
2021-01-25,170110,First Doe,3
2021-01-25,170130,First Doe,1
2021-01-25,170200,First Doe,14
2021-01-25,170210,First Doe,198
2021-01-25,170210,Second Doe,1
2021-01-25,170220,First Doe,14
2021-01-25,170240,First Doe,25
2021-01-25,170255,First Doe,21
2021-01-25,170270,First Doe,3
2021-01-25,170290,First Doe,1
2021-01-25,170300,First Doe,13
2021-01-25,170305,First Doe,7
2021-01-25,170307,First Doe,7
2021-01-25,170310,First Doe,4
2021-01-25,170320,First Doe,6
2021-01-25,170360,First Doe,1
2021-01-25,170370,First Doe,1
2021-01-25,170380,First Doe,11
2021-01-25,170384,First Doe,14
2021-01-25,170386,First Doe,7
2021-01-25,170389,First Doe,1
2021-01-25,170390,First Doe,2
2021-01-25,170410,First Doe,10
2021-01-25,170510,First Doe,4
2021-01-25,170550,First Doe,52
2021-01-25,170555,First Doe,1
2021-01-25,170560,First Doe,8
2021-01-25,170600,First Doe,12
2021-01-25,170650,First Doe,4
2021-01-25,170700,First Doe,2
2021-01-25,170710,First Doe,2
2021-01-25,170720,First Doe,2
2021-01-25,170730,First Doe,6
2021-01-25,170740,First Doe,11
2021-01-25,170755,First Doe,4
2021-01-25,170765,First Doe,3
2021-01-25,170770,First Doe,15
2021-01-25,170820,First Doe,38
2021-01-25,170825,First Doe,1
2021-01-25,170830,First Doe,6
2021-01-25,170900,First Doe,33
2021-01-25,170930,First Doe,35
2021-01-25,170950,First Doe,79
2021-01-25,170980,First Doe,9
2021-01-25,171050,First Doe,27
2021-01-25,171050,Second Doe,1
2021-01-25,171090,First Doe,1
2021-01-25,171110,First Doe,8
2021-01-25,171150,First Doe,5
2021-01-25,171180,First Doe,3
2021-01-25,171190,First Doe,15
2021-01-25,171195,First Doe,2
2021-01-25,171200,First Doe,2
2021-01-25,171215,First Doe,4
2021-01-25,171240,First Doe,2
2021-01-25,171245,First Doe,9
2021-01-25,171250,First Doe,2
2021-01-25,171270,First Doe,5
2021-01-25,171280,First Doe,9
2021-01-25,171320,First Doe,30
2021-01-25,171330,First Doe,12
2021-01-25,171360,First Doe,5
2021-01-25,171370,First Doe,9
2021-01-25,171395,First Doe,10
2021-01-25,171420,First Doe,8
2021-01-25,171430,First Doe,13
2021-01-25,171488,First Doe,5
2021-01-25,171500,First Doe,15
2021-01-25,171500,Second Doe,1
2021-01-25,171510,First Doe,6
2021-01-25,171515,First Doe,7
2021-01-25,171525,First Doe,10
2021-01-25,171570,First Doe,1
2021-01-25,171575,First Doe,32
2021-01-25,171610,First Doe,31
2021-01-25,171620,First Doe,8
2021-01-25,171630,First Doe,3
2021-01-25,171650,First Doe,20
2021-01-25,171665,First Doe,3
2021-01-25,171670,First Doe,10
2021-01-25,171700,First Doe,4
2021-01-25,171720,First Doe,3
2021-01-25,171750,First Doe,3
2021-01-25,171790,First Doe,5
2021-01-25,171800,First Doe,1
2021-01-25,171820,First Doe,87
2021-01-25,171830,First Doe,21
2021-01-25,171840,First Doe,7
2021-01-25,171845,First Doe,5
2021-01-25,171855,First Doe,11
2021-01-25,171865,First Doe,1
2021-01-25,171870,First Doe,9
2021-01-25,171875,First Doe,16
2021-01-25,171880,First Doe,2
2021-01-25,171884,First Doe,1
2021-01-25,171886,First Doe,25
2021-01-25,171889,First Doe,5
2021-01-25,171890,First Doe,3
2021-01-25,171900,First Doe,3
2021-01-25,172010,First Doe,9
2021-01-25,172025,First Doe,1
2021-01-25,172030,First Doe,10
2021-01-25,172049,First Doe,7
2021-01-25,172065,First Doe,12
2021-01-25,172080,First Doe,6
2021-01-25,172085,First Doe,1
2021-01-25,172090,First Doe,17
2021-01-25,172097,First Doe,3
2021-01-25,172100,First Doe,45
2021-01-25,172110,First Doe,25
2021-01-25,172120,First Doe,81
2021-01-25,172125,First Doe,1
2021-01-25,172208,First Doe,14
2021-01-25,172210,First Doe,11
2021-01-25,210005,First Doe,1
2021-01-25,210405,First Doe,2
2021-01-25,210530,First Doe,6
2021-01-25,210700,First Doe,1
2021-01-25,210900,First Doe,2
2021-01-25,211130,First Doe,1
2021-01-25,230440,First Doe,1
2021-01-25,240810,First Doe,1
2021-01-25,260410,First Doe,1
2021-01-25,261160,First Doe,1
2021-01-25,291190,First Doe,1
2021-01-25,291955,First Doe,1
2021-01-25,292740,First Doe,1
2021-01-25,293000,First Doe,1
2021-01-25,314790,First Doe,1
2021-01-25,350550,First Doe,1
2021-01-25,355030,First Doe,1
2021-01-25,410480,First Doe,1
2021-01-25,510340,First Doe,1
2021-01-25,510530,First Doe,1
2021-01-25,520140,First Doe,2
2021-01-25,520450,First Doe,1
2021-01-25,520490,First Doe,6
2021-01-25,520870,First Doe,12
2021-01-25,521350,First Doe,1
2021-01-25,521800,First Doe,1
2021-01-25,522020,First Doe,1
2021-01-25,522045,First Doe,1
2021-01-25,530010,First Doe,4
2021-01-26,150130,First Doe,1
2021-01-26,150140,First Doe,4
2021-01-26,150157,First Doe,1
2021-01-26,150270,First Doe,2
2021-01-26,150380,First Doe,1
2021-01-26,150420,First Doe,3
2021-01-26,150613,First Doe,2
2021-01-26,170025,First Doe,3
2021-01-26,170030,First Doe,1
2021-01-26,170035,First Doe,3
2021-01-26,170070,First Doe,12
2021-01-26,170100,First Doe,7
2021-01-26,170110,First Doe,1
2021-01-26,170130,First Doe,1
2021-01-26,170200,First Doe,7
2021-01-26,170210,First Doe,47
2021-01-26,170220,First Doe,24
2021-01-26,170240,First Doe,7
2021-01-26,170255,First Doe,18
2021-01-26,170270,First Doe,1
2021-01-26,170290,First Doe,3
2021-01-26,170307,First Doe,1
2021-01-26,170310,First Doe,2
2021-01-26,170370,First Doe,18
2021-01-26,170380,First Doe,1
2021-01-26,170384,First Doe,6
2021-01-26,170386,First Doe,2
2021-01-26,170388,First Doe,1
2021-01-26,170410,First Doe,1
2021-01-26,170460,First Doe,2
2021-01-26,170550,First Doe,16
2021-01-26,170555,First Doe,24
2021-01-26,170560,First Doe,1
2021-01-26,170610,First Doe,5
2021-01-26,170625,First Doe,1
2021-01-26,170700,First Doe,3
2021-01-26,170710,First Doe,1
2021-01-26,170720,First Doe,1
2021-01-26,170730,First Doe,1
2021-01-26,170740,First Doe,8
2021-01-26,170755,First Doe,2
2021-01-26,170770,First Doe,1
2021-01-26,170820,First Doe,22
2021-01-26,170825,First Doe,3
2021-01-26,170830,First Doe,2
2021-01-26,170900,First Doe,35
2021-01-26,170930,First Doe,26
2021-01-26,170950,First Doe,73
2021-01-26,170980,First Doe,3
2021-01-26,171050,First Doe,18
2021-01-26,171070,First Doe,1
2021-01-26,171090,First Doe,6
2021-01-26,171150,First Doe,5
2021-01-26,171180,First Doe,3
2021-01-26,171190,First Doe,2
2021-01-26,171195,First Doe,2
2021-01-26,171200,First Doe,1
2021-01-26,171215,First Doe,1
2021-01-26,171240,First Doe,1
2021-01-26,171245,First Doe,1
2021-01-26,171250,First Doe,1
2021-01-26,171270,First Doe,1
2021-01-26,171280,First Doe,3
2021-01-26,171320,First Doe,29
2021-01-26,171330,First Doe,6
2021-01-26,171360,First Doe,2
2021-01-26,171380,First Doe,1
2021-01-26,171420,First Doe,1
2021-01-26,171430,First Doe,8
2021-01-26,171500,First Doe,3
2021-01-26,171510,First Doe,3
2021-01-26,171515,First Doe,3
2021-01-26,171550,First Doe,3
2021-01-26,171575,First Doe,4
2021-01-26,171610,First Doe,37
2021-01-26,171620,First Doe,3
2021-01-26,171630,First Doe,1
2021-01-26,171650,First Doe,32
2021-01-26,171660,First Doe,12
2021-01-26,171665,First Doe,1
2021-01-26,171670,First Doe,6
2021-01-26,171720,First Doe,9
2021-01-26,171750,First Doe,2
2021-01-26,171780,First Doe,1
2021-01-26,171790,First Doe,5
2021-01-26,171820,First Doe,53
2021-01-26,171830,First Doe,4
2021-01-26,171840,First Doe,4
2021-01-26,171845,First Doe,1
2021-01-26,171855,First Doe,1
2021-01-26,171870,First Doe,3
2021-01-26,171880,First Doe,3
2021-01-26,171884,First Doe,84
2021-01-26,171886,First Doe,17
2021-01-26,171888,First Doe,4
2021-01-26,171889,First Doe,1
2021-01-26,171890,First Doe,1
2021-01-26,171900,First Doe,3
2021-01-26,172000,First Doe,2
2021-01-26,172010,First Doe,7
2021-01-26,172015,First Doe,8
2021-01-26,172020,First Doe,1
2021-01-26,172025,First Doe,7
2021-01-26,172030,First Doe,1
2021-01-26,172049,First Doe,1
2021-01-26,172065,First Doe,4
2021-01-26,172080,First Doe,3
2021-01-26,172085,First Doe,12
2021-01-26,172090,First Doe,5
2021-01-26,172093,First Doe,3
2021-01-26,172097,First Doe,4
2021-01-26,172100,First Doe,227
2021-01-26,172110,First Doe,63
2021-01-26,172120,First Doe,118
2021-01-26,172125,First Doe,3
2021-01-26,172125,Second Doe,1
2021-01-26,172130,First Doe,1
2021-01-26,172208,First Doe,6
2021-01-26,172210,First Doe,5
2021-01-26,210005,First Doe,1
2021-01-26,210235,First Doe,1
2021-01-26,210280,First Doe,1
2021-01-26,210405,First Doe,2
2021-01-26,210530,First Doe,4
2021-01-26,210635,First Doe,1
2021-01-26,210900,First Doe,4
2021-01-26,211000,First Doe,1
2021-01-26,220120,First Doe,1
2021-01-26,220390,First Doe,1
2021-01-26,220840,First Doe,1
2021-01-26,291950,First Doe,1
2021-01-26,317020,First Doe,1
2021-01-26,320470,First Doe,1
2021-01-26,330170,First Doe,1
2021-01-26,352042,First Doe,1
2021-01-26,354880,First Doe,1
2021-01-26,355030,First Doe,2
2021-01-26,500370,First Doe,1
2021-01-26,510525,First Doe,1
2021-01-26,520110,First Doe,1
2021-01-26,520140,First Doe,1
2021-01-26,520450,First Doe,1
2021-01-26,520490,First Doe,5
2021-01-26,520540,First Doe,1
2021-01-26,520830,First Doe,1
2021-01-26,520870,First Doe,7
2021-01-26,521350,First Doe,1
2021-01-26,521460,First Doe,2
2021-01-26,521800,First Doe,3
2021-01-26,522020,First Doe,1
2021-01-26,522045,First Doe,1
2021-01-26,522140,First Doe,1
2021-01-26,522145,First Doe,1
2021-01-26,530010,First Doe,6
2021-01-27,150034,First Doe,1
2021-01-27,150050,First Doe,1
2021-01-27,150060,First Doe,2
2021-01-27,150140,First Doe,1
2021-01-27,150270,First Doe,3
2021-01-27,150380,First Doe,1
2021-01-27,150420,First Doe,1
2021-01-27,150543,First Doe,2
2021-01-27,150730,First Doe,1
2021-01-27,150745,First Doe,1
2021-01-27,150795,First Doe,1
2021-01-27,160030,First Doe,1
2021-01-27,170030,First Doe,2
2021-01-27,170035,First Doe,2
2021-01-27,170070,First Doe,5
2021-01-27,170100,First Doe,4
2021-01-27,170110,First Doe,2
2021-01-27,170190,First Doe,1
2021-01-27,170200,First Doe,8
2021-01-27,170210,First Doe,182
2021-01-27,170215,First Doe,1
2021-01-27,170220,First Doe,5
2021-01-27,170240,First Doe,5
2021-01-27,170255,First Doe,12
2021-01-27,170270,First Doe,1
2021-01-27,170290,First Doe,1
2021-01-27,170300,First Doe,7
2021-01-27,170305,First Doe,4
2021-01-27,170307,First Doe,2
2021-01-27,170310,First Doe,6
2021-01-27,170320,First Doe,1
2021-01-27,170360,First Doe,4
2021-01-27,170370,First Doe,1
2021-01-27,170380,First Doe,3
2021-01-27,170384,First Doe,5
2021-01-27,170386,First Doe,1
2021-01-27,170388,First Doe,2
2021-01-27,170389,First Doe,4
2021-01-27,170460,First Doe,2
2021-01-27,170510,First Doe,3
2021-01-27,170550,First Doe,22
2021-01-27,170555,First Doe,2
2021-01-27,170610,First Doe,2
2021-01-27,170650,First Doe,3
2021-01-27,170700,First Doe,7
2021-01-27,170710,First Doe,25
2021-01-27,170720,First Doe,2
2021-01-27,170730,First Doe,2
2021-01-27,170740,First Doe,1
2021-01-27,170755,First Doe,2
2021-01-27,170765,First Doe,1
2021-01-27,170770,First Doe,1
2021-01-27,170820,First Doe,5
2021-01-27,170825,First Doe,1
2021-01-27,170830,First Doe,4
2021-01-27,170900,First Doe,12
2021-01-27,170930,First Doe,18
2021-01-27,170950,First Doe,63
2021-01-27,170980,First Doe,2
2021-01-27,171050,First Doe,27
2021-01-27,171070,First Doe,1
2021-01-27,171090,First Doe,1
2021-01-27,171110,First Doe,3
2021-01-27,171150,First Doe,2
2021-01-27,171190,First Doe,6
2021-01-27,171195,First Doe,4
2021-01-27,171200,First Doe,3
2021-01-27,171215,First Doe,1
2021-01-27,171240,First Doe,1
2021-01-27,171250,First Doe,3
2021-01-27,171270,First Doe,1
2021-01-27,171280,First Doe,10
2021-01-27,171320,First Doe,18
2021-01-27,171330,First Doe,30
2021-01-27,171360,First Doe,9
2021-01-27,171395,First Doe,1
2021-01-27,171420,First Doe,1
2021-01-27,171430,First Doe,7
2021-01-27,171488,First Doe,2
2021-01-27,171510,First Doe,5
2021-01-27,171515,First Doe,4
2021-01-27,171550,First Doe,2
2021-01-27,171570,First Doe,1
2021-01-27,171575,First Doe,5
2021-01-27,171610,First Doe,15
2021-01-27,171620,First Doe,1
2021-01-27,171650,First Doe,10
2021-01-27,171660,First Doe,7
